PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
Ray McCallum,SAS,25,41,22,37.2%,18,54,33.3,39.8,23.4%,11,34,32.4,13.8%,7,20,35
Raymond Felton,DAL,32,80,77,34.9%,89,238,37.4,43.7,19.4%,59,132,44.7,15.5%,30,106,28.3
Reggie Bullock,DET,25,37,21,40.8%,18,40,45,55,16.3%,10,16,62.5,24.5%,8,24,33.3
Reggie Jackson,DET,26,79,78,28.3%,144,351,41,50.3,13.0%,79,161,49.1,15.3%,65,190,34.2
Richard Jefferson,CLE,36,74,48,33.5%,55,104,52.9,68.8,10.0%,22,31,71,23.5%,33,73,45.2
Richaun Holmes,PHI,22,51,18,9.0%,9,20,45,47.5,6.8%,8,15,53.3,2.3%,1,5,20
Ricky Rubio,MIN,25,76,70,33.8%,63,198,31.8,37.9,20.0%,39,117,33.3,13.8%,24,81,29.6
Robert Covington,PHI,25,67,65,37.1%,94,264,35.6,50,4.4%,18,31,58.1,32.7%,76,233,32.6
Robert Sacre,LAL,27,25,8,16.0%,7,12,58.3,58.3,16.0%,7,12,58.3,0.0%,0,0,-
Robin Lopez,NYK,28,82,51,10.7%,43,71,60.6,60.6,10.7%,43,71,60.6,0.0%,0,0,-
Rodney Hood,UTA,23,79,78,31.6%,130,307,42.3,55.2,9.9%,51,96,53.1,21.7%,79,211,37.4
Rodney Stuckey,IND,30,58,48,24.7%,43,109,39.4,41.7,17.4%,38,77,49.4,7.2%,5,32,15.6
Rondae Hollis-Jefferson,BKN,21,29,19,29.7%,22,41,53.7,57.3,25.4%,19,35,54.3,4.3%,3,6,50
Ronnie Price,PHX,33,62,49,36.2%,43,109,39.4,52.8,8.6%,14,26,53.8,27.6%,29,83,34.9
Roy Hibbert,LAL,29,81,37,14.5%,24,59,40.7,40.7,14.5%,24,59,40.7,0.0%,0,0,-
Rudy Gay,SAC,29,69,66,23.8%,109,236,46.2,52.3,15.0%,80,149,53.7,8.8%,29,87,33.3
Rudy Gobert,UTA,24,61,29,11.3%,27,40,67.5,67.5,11.3%,27,40,67.5,0.0%,0,0,-
Russ Smith,MEM,25,15,4,18.2%,2,4,50,50,13.6%,2,3,66.7,4.5%,0,1,0
Russell Westbrook,OKC,27,80,79,27.7%,181,399,45.4,51.4,17.8%,133,257,51.8,9.8%,48,142,33.8
Ryan Anderson,NOP,28,66,64,32.6%,124,302,41.1,48.8,15.9%,77,147,52.4,16.8%,47,155,30.3
Ryan Hollins,MEM,31,37,9,13.9%,9,11,81.8,81.8,13.9%,9,11,81.8,0.0%,0,0,-
Ryan Kelly,LAL,25,36,19,20.8%,11,31,35.5,35.5,14.1%,11,21,52.4,6.7%,0,10,0
Salah Mejri,DAL,30,34,8,14.1%,6,11,54.5,54.5,12.8%,6,10,60,1.3%,0,1,0
Sasha Kaun,CLE,31,25,2,11.8%,2,2,100,100,11.8%,2,2,100,0.0%,0,0,-
Sasha Vujacic,NYK,32,61,43,36.6%,40,101,39.6,50,13.0%,19,36,52.8,23.6%,21,65,32.3
Sean Kilpatrick,BKN,26,31,28,36.7%,46,99,46.5,57.1,15.6%,25,42,59.5,21.1%,21,57,36.8
Serge Ibaka,OKC,26,78,75,28.8%,127,250,50.8,53.8,23.2%,112,201,55.7,5.7%,15,49,30.6
Sergey Karasev,BKN,22,40,15,34.2%,9,25,36,46,12.3%,4,9,44.4,21.9%,5,16,31.3
Seth Curry,SAC,25,43,26,31.8%,27,70,38.6,47.9,14.1%,14,31,45.2,17.7%,13,39,33.3
Shabazz Muhammad,MIN,23,82,68,20.0%,56,136,41.2,49.6,9.4%,33,64,51.6,10.6%,23,72,31.9
Shabazz Napier,ORL,24,55,39,44.3%,30,89,33.7,43.8,14.9%,12,30,40,29.4%,18,59,30.5
Shane Larkin,BKN,23,78,66,28.9%,63,145,43.4,48.6,21.4%,48,107,44.9,7.6%,15,38,39.5
Shaun Livingston,GSW,30,78,46,17.9%,38,68,55.9,55.9,17.2%,38,65,58.5,0.8%,0,3,0
Shayne Whittington,IND,25,7,1,27.3%,0,3,0,0,18.2%,0,2,0,9.1%,0,1,0
Shelvin Mack,UTA,26,52,40,27.4%,46,113,40.7,47.3,17.0%,31,70,44.3,10.4%,15,43,34.9
Solomon Hill,IND,25,59,29,27.1%,28,56,50,58,13.0%,19,27,70.4,14.0%,9,29,31
Sonny Weems,PHX,29,43,24,36.7%,18,40,45,52.5,18.3%,12,20,60,18.3%,6,20,30
Spencer Dinwiddie,CHI,23,12,6,24.5%,3,13,23.1,23.1,13.2%,3,7,42.9,11.3%,0,6,0
Spencer Hawes,CHA,28,57,38,22.3%,31,68,45.6,52.2,14.1%,22,43,51.2,8.2%,9,25,36
Stanley Johnson,DET,20,73,64,31.1%,63,186,33.9,40.3,16.5%,39,99,39.4,14.5%,24,87,27.6
Stephen Curry,GSW,28,79,79,36.8%,311,586,53.1,70.3,11.1%,109,177,61.6,25.7%,202,409,49.4
Steve Blake,DET,36,58,45,33.8%,30,81,37,49.4,8.3%,10,20,50,25.4%,20,61,32.8
Steve Novak,MIL,33,10,6,44.4%,3,8,37.5,56.3,5.6%,0,1,0,38.9%,3,7,42.9
Steven Adams,OKC,22,80,44,14.7%,48,62,77.4,77.4,14.7%,48,62,77.4,0.0%,0,0,-
TJ McConnell,PHI,24,81,61,27.6%,70,128,54.7,58.2,23.5%,61,109,56,4.1%,9,19,47.4
TJ Warren,PHX,22,47,42,33.6%,71,148,48,53,26.1%,56,115,48.7,7.5%,15,33,45.5
Taj Gibson,CHI,31,73,53,21.6%,57,108,52.8,52.8,21.2%,57,106,53.8,0.4%,0,2,0
Tarik Black,LAL,24,39,11,14.4%,9,15,60,60,14.4%,9,15,60,0.0%,0,0,-
Tayshaun Prince,MIN,36,77,53,32.6%,34,74,45.9,46.6,30.4%,33,69,47.8,2.2%,1,5,20
Terrence Jones,HOU,24,50,33,16.8%,27,61,44.3,51.6,8.8%,18,32,56.3,8.0%,9,29,31
Terrence Ross,TOR,25,72,68,39.5%,108,244,44.3,56.4,15.6%,49,96,51,24.0%,59,148,39.9
Terry Rozier,BOS,22,38,22,29.1%,12,30,40,48.3,14.6%,7,15,46.7,14.6%,5,15,33.3
Thabo Sefolosha,ATL,32,75,53,28.5%,56,105,53.3,61.4,17.3%,39,64,60.9,11.1%,17,41,41.5
Thaddeus Young,BKN,28,73,67,19.1%,101,183,55.2,55.7,18.1%,99,174,56.9,0.9%,2,9,22.2
Thanasis Antetokounmpo,NYK,23,2,1,50.0%,1,2,50,50,25.0%,1,1,100,25.0%,0,1,0
Thomas Robinson,BKN,25,71,38,18.9%,20,55,36.4,36.4,18.9%,20,55,36.4,0.0%,0,0,-
Tiago Splitter,ATL,31,36,16,12.3%,13,19,68.4,68.4,11.6%,13,18,72.2,0.6%,0,1,0
Tibor Pleiss,UTA,26,12,4,24.0%,3,6,50,50,20.0%,3,5,60,4.0%,0,1,0
Tim Duncan,SAS,40,61,40,16.1%,33,71,46.5,46.5,15.9%,33,70,47.1,0.2%,0,1,0
Tim Frazier,NOP,25,51,22,24.5%,21,56,37.5,42.9,15.3%,15,35,42.9,9.2%,6,21,28.6
Tim Hardaway Jr.,ATL,24,51,44,30.4%,31,80,38.8,49.4,9.5%,14,25,56,20.9%,17,55,30.9
Timofey Mozgov,CLE,29,76,43,17.3%,39,62,62.9,62.9,17.0%,39,61,63.9,0.3%,0,1,0
Tobias Harris,DET,23,75,74,22.7%,77,198,38.9,45.7,12.3%,50,107,46.7,10.4%,27,91,29.7
Toney Douglas,NOP,30,61,47,30.6%,49,136,36,47.1,13.0%,19,58,32.8,17.5%,30,78,38.5
Tony Allen,MEM,34,64,44,14.3%,29,67,43.3,44,13.0%,28,61,45.9,1.3%,1,6,16.7
Tony Parker,SAS,34,72,65,31.5%,106,223,47.5,50.9,26.7%,91,189,48.1,4.8%,15,34,44.1
Tony Snell,CHI,24,64,50,31.9%,38,108,35.2,46.3,11.2%,14,38,36.8,20.6%,24,70,34.3
Tony Wroten,NYK,23,8,6,13.8%,4,9,44.4,50,4.6%,3,3,100,9.2%,1,6,16.7
Trevor Ariza,HOU,31,81,77,31.5%,107,270,39.6,52.8,8.9%,36,76,47.4,22.7%,71,194,36.6
Trevor Booker,UTA,28,79,46,17.8%,30,69,43.5,44.2,15.2%,29,59,49.2,2.6%,1,10,10
Trey Burke,UTA,23,64,58,36.8%,83,233,35.6,44.4,15.1%,42,96,43.8,21.6%,41,137,29.9
Trey Lyles,UTA,20,80,50,20.7%,42,90,46.7,52.2,14.9%,32,65,49.2,5.7%,10,25,40
Tristan Thompson,CLE,25,82,43,12.9%,36,54,66.7,66.7,12.9%,36,54,66.7,0.0%,0,0,-
Troy Daniels,CHA,24,43,33,40.1%,34,75,45.3,60.7,11.8%,11,22,50,28.3%,23,53,43.4
Ty Lawson,IND,28,66,56,34.3%,48,121,39.7,45.5,22.7%,34,80,42.5,11.6%,14,41,34.1
Tyler Ennis,MIL,21,46,24,21.4%,18,40,45,53.8,11.8%,11,22,50,9.6%,7,18,38.9
Tyler Hansbrough,CHA,30,44,8,12.7%,5,9,55.6,55.6,12.7%,5,9,55.6,0.0%,0,0,-
Tyler Johnson,MIA,24,36,31,30.6%,38,74,51.4,61.5,16.9%,23,41,56.1,13.6%,15,33,45.5
Tyler Zeller,BOS,26,59,37,20.1%,28,58,48.3,48.3,20.1%,28,58,48.3,0.0%,0,0,-
Tyreke Evans,NOP,26,25,24,21.7%,33,68,48.5,59.6,11.2%,18,35,51.4,10.5%,15,33,45.5
Tyson Chandler,PHX,33,66,35,15.3%,31,48,64.6,64.6,15.3%,31,48,64.6,0.0%,0,0,-
Tyus Jones,MIN,20,37,23,24.4%,13,38,34.2,42.1,10.3%,7,16,43.8,14.1%,6,22,27.3
Udonis Haslem,MIA,36,37,18,44.3%,13,27,48.1,48.1,42.6%,13,26,50,1.6%,0,1,0
Victor Oladipo,ORL,24,71,70,32.2%,129,305,42.3,49.2,18.7%,87,177,49.2,13.5%,42,128,32.8
Vince Carter,MEM,39,60,52,39.4%,48,135,35.6,45.2,15.7%,22,54,40.7,23.6%,26,81,32.1
Wayne Ellington,BKN,28,76,70,40.1%,87,225,38.7,49.6,15.3%,38,86,44.2,24.8%,49,139,35.3
Wesley Johnson,LAC,28,80,71,39.2%,79,202,39.1,49.3,13.4%,38,69,55.1,25.8%,41,133,30.8
Wesley Matthews,DAL,29,78,78,35.6%,118,304,38.8,51,10.9%,44,93,47.3,24.7%,74,211,35.1
Will Barton,DEN,25,82,79,29.4%,120,289,41.5,52.2,12.2%,58,120,48.3,17.2%,62,169,36.7
Willie Cauley-Stein,SAC,22,65,36,23.7%,52,80,65,65,23.7%,52,80,65,0.0%,0,0,-
Willie Reed,BKN,26,39,12,12.8%,10,17,58.8,58.8,12.8%,10,17,58.8,0.0%,0,0,-
Xavier Munford,MEM,24,14,10,26.3%,7,20,35,45,10.5%,3,8,37.5,15.8%,4,12,33.3
Zach LaVine,MIN,21,82,79,31.1%,139,297,46.8,56.1,16.9%,84,161,52.2,14.2%,55,136,40.4
Zach Randolph,MEM,34,68,66,24.6%,98,223,43.9,44.4,23.8%,96,216,44.4,0.8%,2,7,28.6
