PLAYER,TEAM,AGE,RA-FGM,RA-FGA,RA-FG%,PAINT-FGM,PAINT-FGA,PAINT-FG%,MID-FGM,MID-FGA,MID-FG%,LEFT-FGM,LEFT-FGA,LEFT-FG%,RIGHT-FGM,RIGHT-FGA,RIGHT-,TOP-FGM,TOP-FGA,TOP-FG%
CJ Miles,IND,29,105,179,58.7,40,97,41.2,85,211,40.3,15,35,42.9,11,30,36.7,61,163,37.4
CJ Watson,ORL,32,75,136,55.1,29,72,40.3,43,118,36.4,9,23,39.1,10,19,52.6,35,104,33.7
CJ Wilcox,ORL,26,13,17,76.5,6,14,42.9,5,13,38.5,1,3,33.3,1,2,50,7,19,36.8
Cameron Payne,OKC,22,30,55,54.5,19,40,47.5,15,39,38.5,3,5,60,2,5,40,13,33,39.4
Caris LeVert,BKN,22,67,116,57.8,39,81,48.1,46,122,37.7,7,20,35,3,8,37.5,30,83,36.1
Carmelo Anthony,NYK,32,262,445,58.9,75,208,36.1,135,352,38.4,16,32,50,20,47,42.6,105,303,34.7
Chandler Parsons,MEM,28,52,75,69.3,18,43,41.9,33,68,48.5,7,16,43.8,8,13,61.5,21,55,38.2
Channing Frye,CLE,33,93,138,67.4,45,99,45.5,81,183,44.3,12,26,46.2,9,28,32.1,67,160,41.9
Chasson Randle,PHI,23,7,10,70,2,4,50,4,5,80,0,0,0,0,2,0,3,4,75
Cheick Diallo,NOP,20,13,16,81.3,5,8,62.5,10,18,55.6,1,4,25,1,6,16.7,9,28,32.1
Chinanu Onuaku,HOU,20,2,2,100,0,0,0,1,2,50,0,0,0,-,-,-,0,1,0
Chris Andersen,CLE,38,11,19,57.9,2,10,20,9,22,40.9,2,2,100,0,3,0,12,34,35.3
Chris McCullough,BKN,21,12,19,63.2,1,11,9.1,8,18,44.4,1,4,25,2,4,50,4,16,25
Chris Paul,LAC,31,103,188,54.8,59,156,37.8,95,267,35.6,15,39,38.5,6,28,21.4,65,173,37.6
Christian Wood,CHA,21,1,2,50,0,1,0,0,1,0,1,1,100,-,-,-,1,4,25
Clint Capela,HOU,22,117,182,64.3,51,127,40.2,63,156,40.4,16,39,41,13,28,46.4,51,156,32.7
Cody Zeller,CHA,24,127,228,55.7,57,111,51.4,90,214,42.1,14,38,36.8,16,41,39,92,240,38.3
Cole Aldrich,MIN,28,56,97,57.7,23,39,59,33,77,42.9,6,16,37.5,6,14,42.9,32,85,37.6
Corey Brewer,HOU,30,91,145,62.8,48,122,39.3,64,157,40.8,12,38,31.6,9,25,36,50,157,31.8
Cory Joseph,TOR,25,165,250,66,54,134,40.3,64,155,41.3,8,29,27.6,11,29,37.9,83,207,40.1
Courtney Lee,NYK,31,225,388,58,70,181,38.7,119,293,40.6,15,34,44.1,14,37,37.8,86,249,34.5
Cristiano Felicio,CHI,24,91,145,62.8,30,77,39,48,127,37.8,9,22,40.9,11,19,57.9,24,94,25.5
D'Angelo Russell,LAL,20,127,191,66.5,57,139,41,76,173,43.9,11,28,39.3,7,25,28,63,165,38.2
D.J. Augustin,ORL,29,133,229,58.1,65,138,47.1,86,212,40.6,10,27,37,11,20,55,69,184,37.5
Damian Jones,GSW,21,4,6,66.7,2,2,100,1,2,50,0,1,0,-,-,-,1,2,50
Damian Lillard,POR,26,175,312,56.1,107,234,45.7,156,340,45.9,12,47,25.5,15,42,35.7,112,278,40.3
Damjan Rudez,ORL,30,29,48,60.4,12,26,46.2,16,44,36.4,6,11,54.5,4,8,50,18,54,33.3
Daniel Ochefu,WAS,23,7,9,77.8,1,6,16.7,4,4,100,0,0,0,0,1,0,6,12,50
Danilo Gallinari,DEN,28,217,326,66.6,100,192,52.1,138,329,41.9,14,37,37.8,17,37,45.9,96,248,38.7
Danny Green,SAS,29,133,229,58.1,57,142,40.1,98,228,43,11,34,32.4,14,29,48.3,68,172,39.5
Dante Cunningham,NOP,29,137,216,63.4,54,122,44.3,60,151,39.7,9,28,32.1,4,14,28.6,58,166,34.9
Dante Exum,UTA,21,81,140,57.9,33,101,32.7,60,122,49.2,8,16,50,6,12,50,37,106,34.9
Danuel House,WAS,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0
Dario Saric,PHI,22,152,236,64.4,54,139,38.8,104,201,51.7,12,27,44.4,14,27,51.9,56,180,31.1
Darrell Arthur,DEN,28,52,84,61.9,20,46,43.5,31,65,47.7,8,14,57.1,3,10,30,29,70,41.4
Darren Collison,SAC,29,128,203,63.1,79,164,48.2,89,218,40.8,11,42,26.2,17,43,39.5,98,252,38.9
Darrun Hilliard,DET,23,36,62,58.1,22,44,50,33,82,40.2,3,10,30,3,8,37.5,13,38,34.2
David Lee,SAS,33,111,181,61.3,41,119,34.5,88,189,46.6,5,23,21.7,16,28,57.1,50,144,34.7
David West,GSW,36,45,87,51.7,32,68,47.1,43,98,43.9,2,11,18.2,8,18,44.4,31,94,33
Davis Bertans,SAS,24,61,103,59.2,27,61,44.3,46,97,47.4,3,10,30,8,16,50,26,68,38.2
DeAndre Jordan,LAC,28,162,271,59.8,90,209,43.1,134,368,36.4,19,49,38.8,10,37,27,87,245,35.5
DeAndre Liggins,CLE,28,75,120,62.5,34,78,43.6,52,134,38.8,6,18,33.3,4,17,23.5,42,110,38.2
DeAndre' Bembry,ATL,22,11,22,50,7,13,53.8,9,22,40.9,2,7,28.6,1,2,50,8,24,33.3
DeMar DeRozan,TOR,27,205,335,61.2,73,177,41.2,109,292,37.3,14,41,34.1,22,47,46.8,101,265,38.1
DeMarcus Cousins,SAC,26,153,266,57.5,101,206,49,141,321,43.9,15,48,31.3,19,55,34.5,124,324,38.3
DeMarre Carroll,TOR,30,139,220,63.2,67,155,43.2,66,215,30.7,11,35,31.4,14,29,48.3,72,193,37.3
Dejounte Murray,SAS,20,32,49,65.3,7,26,26.9,17,44,38.6,4,12,33.3,2,3,66.7,10,37,27
Demetrius Jackson,BOS,22,0,0,0,0,0,0,1,1,100,-,-,-,-,-,-,1,1,100
Dennis Schroder,ATL,23,154,282,54.6,106,233,45.5,153,351,43.6,19,46,41.3,19,39,48.7,104,257,40.5
Denzel Valentine,CHI,23,32,53,60.4,15,48,31.3,25,81,30.9,6,10,60,2,9,22.2,22,56,39.3
Deron Williams,DAL,32,110,175,62.9,56,132,42.4,89,224,39.7,16,43,37.2,14,27,51.9,69,154,44.8
Derrick Favors,UTA,25,84,152,55.3,37,104,35.6,82,176,46.6,11,20,55,4,12,33.3,46,116,39.7
"Derrick Jones, Jr.",PHX,19,3,4,75,1,1,100,0,1,0,0,0,0,1,1,100,0,0,0
Derrick Rose,NYK,28,214,358,59.8,71,184,38.6,114,286,39.9,15,33,45.5,20,42,47.6,89,253,35.2
Derrick Williams,MIA,25,52,88,59.1,27,59,45.8,36,86,41.9,3,8,37.5,7,14,50,16,51,31.4
Devin Booker,PHX,20,215,347,62,87,208,41.8,133,333,39.9,18,45,40,20,46,43.5,79,242,32.6
Devin Harris,DAL,33,59,84,70.2,30,61,49.2,43,110,39.1,4,13,30.8,6,15,40,23,68,33.8
Dewayne Dedmon,SAS,27,70,119,58.8,27,82,32.9,48,134,35.8,6,19,31.6,8,18,44.4,33,116,28.4
Deyonta Davis,MEM,20,25,38,65.8,3,15,20,7,26,26.9,3,7,42.9,4,7,57.1,13,39,33.3
Diamond Stone,LAC,19,5,5,100,0,0,0,1,4,25,0,1,0,-,-,-,2,4,50
Dion Waiters,MIA,25,107,203,52.7,72,169,42.6,79,191,41.4,9,18,50,11,29,37.9,53,131,40.5
Dirk Nowitzki,DAL,38,47,77,61,30,67,44.8,56,135,41.5,5,17,29.4,14,23,60.9,27,71,38
Domantas Sabonis,OKC,20,159,287,55.4,66,150,44,85,212,40.1,14,32,43.8,13,25,52,75,169,44.4
Donatas Motiejunas,NOP,26,31,52,59.6,13,25,52,14,34,41.2,3,7,42.9,3,8,37.5,21,41,51.2
Dorian Finney-Smith,DAL,23,104,164,63.4,48,123,39,100,227,44.1,9,32,28.1,12,30,40,50,139,36
Doug McDermott,CHI,25,130,234,55.6,49,130,37.7,69,171,40.4,10,23,43.5,14,23,60.9,53,157,33.8
Dragan Bender,PHX,19,61,103,59.2,15,46,32.6,37,84,44,4,17,23.5,4,9,44.4,30,84,35.7
Draymond Green,GSW,26,185,309,59.9,102,232,44,132,320,41.3,14,41,34.1,18,48,37.5,95,276,34.4
Dwight Howard,ATL,31,112,214,52.3,93,210,44.3,151,349,43.3,18,41,43.9,16,32,50,85,225,37.8
Dwight Powell,DAL,25,115,175,65.7,40,89,44.9,72,181,39.8,10,32,31.3,13,23,56.5,57,150,38
Dwyane Wade,CHI,35,188,311,60.5,66,170,38.8,129,286,45.1,17,38,44.7,18,38,47.4,75,200,37.5
E'Twaun Moore,NOP,27,146,261,55.9,56,148,37.8,84,233,36.1,14,37,37.8,11,32,34.4,75,195,38.5
Ed Davis,POR,27,75,131,57.3,44,94,46.8,54,142,38,2,17,11.8,11,21,52.4,52,124,41.9
Edy Tavares,ATL,24,1,1,100,0,1,0,0,1,0,-,-,-,-,-,-,-,-,-
Elfrid Payton,ORL,22,214,347,61.7,70,175,40,115,305,37.7,22,52,42.3,16,35,45.7,82,240,34.2
Emmanuel Mudiay,DEN,20,171,261,65.5,85,156,54.5,98,258,38,12,32,37.5,12,24,50,73,201,36.3
Enes Kanter,OKC,24,155,269,57.6,63,150,42,79,207,38.2,13,38,34.2,8,25,32,61,156,39.1
Eric Bledsoe,PHX,27,213,342,62.3,83,200,41.5,146,350,41.7,18,40,45,21,40,52.5,79,236,33.5
Eric Gordon,HOU,28,168,261,64.4,79,219,36.1,105,304,34.5,23,56,41.1,19,49,38.8,90,287,31.4
Ersan Ilyasova,PHI,29,150,254,59.1,56,177,31.6,109,273,39.9,10,23,43.5,17,42,40.5,65,213,30.5
Evan Fournier,ORL,24,162,256,63.3,64,157,40.8,96,246,39,17,42,40.5,10,25,40,77,205,37.6
Evan Turner,POR,28,122,231,52.8,98,184,53.3,110,248,44.4,8,36,22.2,11,29,37.9,88,233,37.8
Frank Kaminsky,CHA,23,157,261,60.2,55,124,44.4,99,235,42.1,23,59,39,15,37,40.5,92,255,36.1
Fred VanVleet,TOR,22,10,23,43.5,6,15,40,2,10,20,1,5,20,0,2,0,6,23,26.1
Garrett Temple,SAC,30,130,203,64,63,143,44.1,104,231,45,15,45,33.3,18,41,43.9,105,295,35.6
Gary Harris,DEN,22,105,166,63.3,46,77,59.7,62,135,45.9,9,21,42.9,8,13,61.5,45,108,41.7
Gary Neal,ATL,32,3,4,75,1,2,50,2,5,40,1,1,100,1,1,100,2,3,66.7
George Hill,UTA,30,71,157,45.2,32,95,33.7,78,184,42.4,9,20,45,4,15,26.7,53,115,46.1
Georges Niang,IND,23,9,18,50,7,12,58.3,7,19,36.8,1,5,20,0,2,0,5,15,33.3
Georgios Papagiannis,SAC,19,1,1,100,0,1,0,1,1,100,0,1,0,0,0,0,1,2,50
Gerald Green,BOS,31,40,64,62.5,18,41,43.9,30,71,42.3,1,3,33.3,3,9,33.3,21,58,36.2
Gerald Henderson,PHI,29,127,201,63.2,42,136,30.9,103,217,47.5,11,23,47.8,15,31,48.4,62,177,35
Giannis Antetokounmpo,MIL,22,212,374,56.7,62,158,39.2,105,266,39.5,35,66,53,32,80,40,94,291,32.3
Glenn Robinson,IND,23,114,199,57.3,47,110,42.7,104,236,44.1,14,38,36.8,11,36,30.6,71,197,36
Goran Dragic,MIA,30,156,282,55.3,99,228,43.4,115,295,39,18,37,48.6,13,36,36.1,86,217,39.6
Gordon Hayward,UTA,26,162,311,52.1,75,203,36.9,132,316,41.8,14,29,48.3,15,31,48.4,88,228,38.6
Gorgui Dieng,MIN,27,200,333,60.1,74,194,38.1,127,313,40.6,18,44,40.9,20,46,43.5,97,268,36.2
Greg Monroe,MIL,26,137,226,60.6,34,84,40.5,63,157,40.1,22,56,39.3,21,46,45.7,75,200,37.5
Greivis Vasquez,BKN,30,8,12,66.7,3,7,42.9,4,11,36.4,2,2,100,0,0,0,2,9,22.2
Harrison Barnes,DAL,24,172,275,62.5,85,210,40.5,156,359,43.5,20,61,32.8,23,52,44.2,108,258,41.9
Hassan Whiteside,MIA,27,152,293,51.9,116,241,48.1,148,343,43.1,17,35,48.6,16,44,36.4,80,204,39.2
Henry Ellenson,DET,20,8,14,57.1,1,4,25,5,11,45.5,-,-,-,1,3,33.3,5,8,62.5
Hollis Thompson,PHI,25,56,106,52.8,29,64,45.3,46,114,40.4,7,14,50,2,11,18.2,30,95,31.6
Ian Clark,GSW,25,65,110,59.1,33,72,45.8,52,130,40,5,18,27.8,9,20,45,53,131,40.5
Ian Mahinmi,WAS,30,1,1,100,0,1,0,1,3,33.3,-,-,-,0,1,0,1,1,100
Iman Shumpert,CLE,26,138,218,63.3,58,152,38.2,110,274,40.1,19,50,38,14,40,35,99,263,37.6
Isaiah Canaan,CHI,25,70,126,55.6,35,79,44.3,44,104,42.3,10,20,50,4,16,25,29,86,33.7
Isaiah Thomas,BOS,27,191,320,59.7,87,200,43.5,138,325,42.5,17,39,43.6,16,42,38.1,98,261,37.5
Isaiah Whitehead,BKN,21,118,207,57,55,124,44.4,103,220,46.8,9,29,31,15,34,44.1,75,190,39.5
Ish Smith,DET,28,126,212,59.4,75,176,42.6,124,290,42.8,16,37,43.2,9,27,33.3,67,197,34
Ivica Zubac,LAL,19,36,58,62.1,13,31,41.9,19,38,50,2,2,100,5,11,45.5,10,30,33.3
J.J. Barea,DAL,32,51,73,69.9,11,46,23.9,45,102,44.1,3,16,18.8,7,15,46.7,30,80,37.5
JJ Redick,LAC,32,133,229,58.1,77,174,44.3,111,306,36.3,17,43,39.5,7,25,28,78,215,36.3
JR Smith,CLE,31,99,147,67.3,39,90,43.3,55,146,37.7,5,23,21.7,2,13,15.4,45,117,38.5
JaMychal Green,MEM,26,153,248,61.7,55,146,37.7,103,243,42.4,29,63,46,18,45,40,96,264,36.4
JaVale McGee,GSW,29,39,66,59.1,14,40,35,37,85,43.5,6,13,46.2,3,7,42.9,29,81,35.8
Jabari Parker,MIL,21,222,402,55.2,67,173,38.7,96,250,38.4,33,74,44.6,28,83,33.7,106,292,36.3
Jae Crowder,BOS,26,166,274,60.6,70,172,40.7,116,295,39.3,14,38,36.8,15,32,46.9,83,217,38.2
Jahlil Okafor,PHI,21,87,152,57.2,44,112,39.3,85,172,49.4,7,13,53.8,10,22,45.5,36,102,35.3
Jake Layman,POR,22,19,32,59.4,4,12,33.3,10,25,40,1,7,14.3,5,8,62.5,6,27,22.2
Jakob Poeltl,TOR,21,35,61,57.4,15,29,51.7,7,25,28,2,8,25,3,7,42.9,16,38,42.1
Jamal Crawford,LAC,36,164,242,67.8,65,154,42.2,97,276,35.1,11,30,36.7,11,38,28.9,68,201,33.8
Jamal Murray,DEN,19,125,215,58.1,64,133,48.1,84,214,39.3,11,21,52.4,7,21,33.3,59,156,37.8
Jameer Nelson,DEN,34,160,260,61.5,78,149,52.3,123,286,43,14,32,43.8,11,32,34.4,88,204,43.1
James Ennis III,MEM,26,109,180,60.6,36,102,35.3,57,150,38,20,39,51.3,13,31,41.9,56,165,33.9
James Harden,HOU,27,263,403,65.3,98,257,38.1,133,374,35.6,28,68,41.2,23,56,41.1,115,356,32.3
James Johnson,MIA,29,144,271,53.1,79,184,42.9,84,205,41,17,32,53.1,9,32,28.1,65,167,38.9
James Jones,CLE,36,28,47,59.6,8,22,36.4,17,42,40.5,4,6,66.7,2,6,33.3,21,48,43.8
James Michael McAdoo,GSW,24,25,41,61,8,24,33.3,13,28,46.4,2,6,33.3,2,6,33.3,10,30,33.3
James Young,BOS,21,8,13,61.5,5,16,31.3,8,19,42.1,0,2,0,1,2,50,4,13,30.8
Jared Dudley,PHX,31,91,160,56.9,33,81,40.7,69,186,37.1,2,13,15.4,10,17,58.8,49,121,40.5
Jared Sullinger,TOR,24,6,8,75,5,10,50,7,20,35,0,0,0,0,0,0,6,15,40
Jarell Martin,MEM,22,62,95,65.3,15,57,26.3,36,89,40.4,5,18,27.8,9,21,42.9,36,110,32.7
Jarnell Stokes,DEN,23,0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,1,2,50
Jason Smith,WAS,30,61,112,54.5,19,61,31.1,53,116,45.7,8,18,44.4,9,23,39.1,44,107,41.1
Jason Terry,MIL,39,98,166,59,27,68,39.7,43,110,39.1,17,39,43.6,14,32,43.8,45,126,35.7
Jaylen Brown,BOS,20,70,124,56.5,43,95,45.3,54,131,41.2,7,21,33.3,7,21,33.3,45,124,36.3
Jeff Green,ORL,30,155,261,59.4,51,135,37.8,96,238,40.3,17,43,39.5,9,27,33.3,71,204,34.8
Jeff Teague,IND,28,193,331,58.3,86,163,52.8,155,347,44.7,22,62,35.5,23,60,38.3,103,280,36.8
Jeff Withey,UTA,26,33,64,51.6,15,34,44.1,19,41,46.3,4,7,57.1,3,3,100,14,37,37.8
Jerami Grant,OKC,22,159,288,55.2,64,149,43,59,180,32.8,16,37,43.2,6,27,22.2,69,161,42.9
Jeremy Lamb,CHA,24,64,116,55.2,25,59,42.4,44,104,42.3,11,20,55,8,25,32,31,102,30.4
Jeremy Lin,BKN,28,37,68,54.4,17,45,37.8,29,69,42,8,12,66.7,1,8,12.5,15,47,31.9
Jerian Grant,CHI,24,77,129,59.7,29,73,39.7,52,126,41.3,8,11,72.7,4,8,50,33,91,36.3
Jerryd Bayless,PHI,28,10,17,58.8,2,6,33.3,7,17,41.2,0,1,0,0,1,0,1,9,11.1
Jimmy Butler,CHI,27,228,407,56,99,245,40.4,174,394,44.2,26,51,51,21,41,51.2,89,243,36.6
Joakim Noah,NYK,31,145,244,59.4,47,131,35.9,97,244,39.8,11,25,44,13,28,46.4,66,193,34.2
Jodie Meeks,ORL,29,97,152,63.8,26,55,47.3,47,105,44.8,6,14,42.9,7,10,70,34,103,33
Joe Harris,BKN,25,133,199,66.8,46,119,38.7,93,202,46,11,39,28.2,16,37,43.2,52,167,31.1
Joe Ingles,UTA,29,131,222,59,46,129,35.7,100,211,47.4,12,24,50,5,16,31.3,66,157,42
Joe Johnson,UTA,35,135,245,55.1,56,139,40.3,93,230,40.4,11,22,50,8,22,36.4,64,160,40
Joe Young,IND,24,11,23,47.8,9,16,56.3,8,24,33.3,2,5,40,0,1,0,8,22,36.4
Joel Anthony,SAS,34,2,4,50,1,1,100,2,4,50,-,-,-,0,0,0,2,4,50
Joel Bolomboy,UTA,23,2,4,50,0,4,0,1,1,100,2,3,66.7,1,2,50,2,7,28.6
Joel Embiid,PHI,22,96,161,59.6,35,98,35.7,67,170,39.4,7,18,38.9,7,18,38.9,51,148,34.5
Joffrey Lauvergne,OKC,25,102,162,63,41,94,43.6,45,105,42.9,8,22,36.4,4,16,25,31,80,38.8
John Henson,MIL,26,122,204,59.8,38,99,38.4,56,138,40.6,15,25,60,15,43,34.9,49,147,33.3
John Jenkins,PHX,25,4,5,80,1,3,33.3,0,0,0,-,-,-,-,-,-,0,1,0
John Lucas III,MIN,34,3,9,33.3,0,0,0,1,1,100,-,-,-,-,-,-,0,0,0
John Wall,WAS,26,179,303,59.1,96,219,43.8,154,341,45.2,21,50,42,10,43,23.3,122,314,38.9
Jon Leuer,DET,27,123,213,57.7,67,174,38.5,116,294,39.5,20,40,50,13,29,44.8,66,179,36.9
Jonas Jerebko,BOS,29,92,156,59,50,108,46.3,72,163,44.2,6,20,30,9,28,32.1,41,132,31.1
Jonas Valanciunas,TOR,24,160,247,64.8,62,148,41.9,94,263,35.7,12,37,32.4,17,37,45.9,81,197,41.1
Jonathan Gibson,DAL,29,35,53,66,10,24,41.7,23,48,47.9,2,6,33.3,2,4,50,23,48,47.9
Jonathon Simmons,SAS,27,84,155,54.2,41,103,39.8,62,151,41.1,6,18,33.3,13,27,48.1,41,126,32.5
Jordan Clarkson,LAL,24,202,316,63.9,81,184,44,118,283,41.7,20,48,41.7,22,44,50,87,229,38
Jordan Farmar,SAC,30,5,8,62.5,1,2,50,2,5,40,0,2,0,0,1,0,3,8,37.5
Jordan Hill,MIN,29,4,11,36.4,1,2,50,1,3,33.3,0,1,0,0,0,0,0,4,0
Jordan McRae,CLE,25,39,62,62.9,16,46,34.8,34,66,51.5,6,10,60,0,5,0,31,75,41.3
Jordan Mickey,BOS,22,10,16,62.5,3,14,21.4,8,19,42.1,0,1,0,0,3,0,10,16,62.5
Jose Calderon,LAL,35,36,52,69.2,15,32,46.9,35,79,44.3,5,8,62.5,6,11,54.5,16,50,32
Josh McRoberts,MIA,29,47,76,61.8,18,53,34,35,83,42.2,3,10,30,2,6,33.3,22,54,40.7
