PLAYER,TEAM,AGE,RA-FGM,RA-FGA,RA-FG%,PAINT-FGM,PAINT-FGA,PAINT-FG%,MID-FGM,MID-FGA,MID-FG%,LEFT-FGM,LEFT-FGA,LEFT-FG%,RIGHT-FGM,RIGHT-FGA,RIGHT-,TOP-FGM,TOP-FGA,TOP-FG%
Mike Scott,ATL,28,1,2,50,0,4,0,1,5,20,1,3,33.3,1,1,100,5,15,33.3
Miles Plumlee,MIL,28,14,21,66.7,4,10,40,3,12,25,2,3,66.7,2,7,28.6,7,17,41.2
Mindaugas Kuzminskas,NYK,27,23,36,63.9,7,17,41.2,16,36,44.4,0,2,0,6,8,75,7,28,25
Mirza Teletovic,MIL,31,13,26,50,6,19,31.6,8,31,25.8,2,5,40,2,9,22.2,16,35,45.7
Monta Ellis,IND,31,28,50,56,11,26,42.3,11,32,34.4,3,5,60,4,7,57.1,10,40,25
Montrezl Harrell,HOU,23,24,32,75,10,23,43.5,12,37,32.4,3,4,75,2,6,33.3,12,42,28.6
Myles Turner,IND,20,37,63,58.7,11,35,31.4,17,55,30.9,5,7,71.4,4,9,44.4,17,59,28.8
Nemanja Bjelica,MIN,28,26,41,63.4,12,31,38.7,7,33,21.2,0,3,0,1,2,50,9,35,25.7
Nene,HOU,34,14,27,51.9,14,32,43.8,15,33,45.5,2,7,28.6,4,7,57.1,11,31,35.5
Nerlens Noel,PHI,22,8,14,57.1,4,7,57.1,4,15,26.7,1,1,100,0,0,0,4,16,25
Nick Collison,OKC,36,1,4,25,1,1,100,2,7,28.6,0,1,0,0,1,0,1,6,16.7
Nick Young,LAL,31,24,46,52.2,11,35,31.4,23,56,41.1,2,7,28.6,1,6,16.7,21,55,38.2
Nicolas Batum,CHA,28,42,74,56.8,18,37,48.6,43,84,51.2,3,5,60,4,10,40,22,72,30.6
Nicolas Brussino,DAL,23,7,12,58.3,3,6,50,4,7,57.1,2,2,100,1,2,50,3,10,30
Nicolas Laprovittola,SAS,27,3,7,42.9,0,3,0,6,11,54.5,1,4,25,1,2,50,3,7,42.9
Nik Stauskas,PHI,23,28,48,58.3,11,32,34.4,23,52,44.2,4,8,50,1,5,20,14,45,31.1
Nikola Jokic,DEN,21,21,38,55.3,15,30,50,31,65,47.7,1,4,25,2,4,50,15,51,29.4
Nikola Mirotic,CHI,25,27,44,61.4,11,31,35.5,16,52,30.8,2,11,18.2,4,9,44.4,17,47,36.2
Nikola Vucevic,ORL,26,31,58,53.4,17,41,41.5,19,62,30.6,3,10,30,2,8,25,20,52,38.5
Noah Vonleh,POR,21,7,15,46.7,9,16,56.3,4,26,15.4,1,3,33.3,3,5,60,8,21,38.1
Norman Powell,TOR,23,15,28,53.6,11,29,37.9,9,32,28.1,2,6,33.3,1,5,20,6,22,27.3
Okaro White,MIA,24,5,6,83.3,2,4,50,2,9,22.2,1,1,100,0,0,0,0,1,0
Omer Asik,NOP,30,14,21,66.7,5,16,31.3,11,27,40.7,0,2,0,1,3,33.3,11,23,47.8
Omri Casspi,SAC,28,2,7,28.6,2,9,22.2,7,18,38.9,0,1,0,3,4,75,6,18,33.3
Otto Porter,WAS,23,31,54,57.4,19,39,48.7,38,88,43.2,7,15,46.7,5,14,35.7,29,78,37.2
PJ Tucker,PHX,31,35,67,52.2,20,37,54.1,33,80,41.3,4,11,36.4,1,4,25,19,60,31.7
Pascal Siakam,TOR,22,13,25,52,10,26,38.5,11,22,50,6,8,75,0,4,0,10,14,71.4
Pat Connaughton,POR,24,5,7,71.4,3,9,33.3,3,9,33.3,0,1,0,2,2,100,1,5,20
Patrick Beverley,HOU,28,28,39,71.8,24,38,63.2,17,46,37,3,7,42.9,4,7,57.1,21,53,39.6
Patrick McCaw,GSW,21,19,27,70.4,6,15,40,6,19,31.6,1,4,25,1,3,33.3,6,20,30
Patrick Patterson,TOR,27,22,42,52.4,13,43,30.2,17,47,36.2,2,6,33.3,3,8,37.5,9,39,23.1
Patty Mills,SAS,28,25,38,65.8,7,29,24.1,11,32,34.4,2,4,50,5,12,41.7,12,34,35.3
Pau Gasol,SAS,36,24,48,50,4,23,17.4,8,39,20.5,3,12,25,3,7,42.9,6,35,17.1
Paul George,IND,26,33,53,62.3,13,39,33.3,14,52,26.9,5,8,62.5,7,11,63.6,21,61,34.4
Paul Millsap,ATL,31,28,47,59.6,21,43,48.8,35,87,40.2,5,11,45.5,6,14,42.9,21,70,30
Paul Pierce,LAC,39,2,5,40,0,2,0,0,7,0,0,0,0,-,-,-,2,7,28.6
Paul Zipser,CHI,22,6,10,60,2,9,22.2,6,15,40,2,3,66.7,1,3,33.3,6,15,40
Pierre Jackson,DAL,25,1,1,100,0,2,0,2,2,100,0,0,0,-,-,-,0,4,0
Quincy Acy,BKN,26,6,8,75,1,2,50,7,8,87.5,1,2,50,0,2,0,1,8,12.5
RJ Hunter,CHI,23,0,1,0,-,-,-,0,0,0,-,-,-,-,-,-,0,1,0
Rajon Rondo,CHI,30,24,41,58.5,10,26,38.5,16,48,33.3,2,4,50,3,6,50,14,39,35.9
Rakeem Christmas,IND,25,0,0,0,0,1,0,0,2,0,-,-,-,0,1,0,0,0,0
Ramon Sessions,CHA,30,18,33,54.5,10,23,43.5,16,34,47.1,4,5,80,3,3,100,10,33,30.3
Randy Foye,BKN,33,16,22,72.7,8,20,40,17,36,47.2,2,3,66.7,3,6,50,9,24,37.5
Rashad Vaughn,MIL,20,5,13,38.5,3,7,42.9,2,11,18.2,0,1,0,0,2,0,2,6,33.3
Raul Neto,UTA,24,5,8,62.5,1,3,33.3,3,7,42.9,0,0,0,0,2,0,2,6,33.3
Raymond Felton,LAC,32,23,39,59,16,38,42.1,20,49,40.8,1,6,16.7,0,2,0,16,40,40
Reggie Bullock,DET,25,3,8,37.5,3,6,50,3,8,37.5,0,1,0,0,1,0,3,7,42.9
Reggie Jackson,DET,26,25,37,67.6,13,24,54.2,21,37,56.8,3,8,37.5,1,6,16.7,12,39,30.8
Reggie Williams,NOP,30,0,3,0,0,0,0,1,1,100,0,0,0,-,-,-,2,5,40
Richard Jefferson,CLE,36,12,29,41.4,10,21,47.6,15,46,32.6,3,7,42.9,2,6,33.3,13,39,33.3
Richaun Holmes,PHI,23,11,18,61.1,3,8,37.5,8,18,44.4,1,2,50,0,0,0,5,14,35.7
Ricky Rubio,MIN,26,29,50,58,13,32,40.6,20,56,35.7,6,13,46.2,4,5,80,18,63,28.6
Robert Covington,PHI,26,23,44,52.3,11,30,36.7,21,55,38.2,1,6,16.7,1,7,14.3,12,49,24.5
Robin Lopez,CHI,28,26,60,43.3,18,34,52.9,24,68,35.3,5,7,71.4,3,6,50,16,44,36.4
Rodney Hood,UTA,24,17,37,45.9,13,42,31,15,51,29.4,0,3,0,1,2,50,9,33,27.3
Rodney McGruder,MIA,25,26,55,47.3,20,41,48.8,24,55,43.6,0,5,0,2,7,28.6,11,35,31.4
Rodney Stuckey,IND,30,4,10,40,1,4,25,4,16,25,1,3,33.3,1,4,25,6,17,35.3
Ron Baker,NYK,23,6,15,40,2,8,25,9,16,56.3,0,0,0,4,5,80,2,10,20
Rondae Hollis-Jefferson,BKN,22,22,37,59.5,13,26,50,20,39,51.3,2,8,25,3,10,30,10,29,34.5
Roy Hibbert,CHA,30,11,24,45.8,7,17,41.2,18,32,56.3,2,3,66.7,0,0,0,5,26,19.2
Rudy Gay,SAC,30,21,40,52.5,11,23,47.8,18,43,41.9,4,9,44.4,5,9,55.6,17,44,38.6
Rudy Gobert,UTA,24,24,66,36.4,21,64,32.8,23,81,28.4,1,8,12.5,2,9,22.2,18,48,37.5
Russell Westbrook,OKC,28,48,96,50,19,51,37.3,32,86,37.2,6,16,37.5,5,12,41.7,18,79,22.8
Ryan Anderson,HOU,28,42,63,66.7,27,56,48.2,26,74,35.1,5,10,50,4,9,44.4,21,54,38.9
Ryan Kelly,ATL,25,2,4,50,1,3,33.3,0,1,0,1,1,100,-,-,-,0,1,0
Salah Mejri,DAL,30,10,17,58.8,8,16,50,4,19,21.1,1,1,100,3,3,100,9,21,42.9
Sam Dekker,HOU,22,27,42,64.3,22,42,52.4,25,52,48.1,4,7,57.1,7,12,58.3,11,42,26.2
Sasha Vujacic,NYK,32,3,11,27.3,1,6,16.7,8,13,61.5,0,0,0,0,0,0,3,4,75
Sean Kilpatrick,BKN,27,35,51,68.6,15,33,45.5,26,59,44.1,4,11,36.4,3,7,42.9,9,42,21.4
Semaj Christon,OKC,24,15,31,48.4,8,22,36.4,14,26,53.8,2,6,33.3,1,4,25,5,28,17.9
Serge Ibaka,ORL,27,44,82,53.7,22,45,48.9,18,58,31,3,10,30,3,12,25,17,50,34
Sergio Rodriguez,PHI,30,15,34,44.1,8,25,32,16,41,39,0,5,0,1,2,50,6,26,23.1
Seth Curry,DAL,26,24,43,55.8,12,36,33.3,22,53,41.5,10,14,71.4,6,11,54.5,14,42,33.3
Shabazz Muhammad,MIN,24,28,46,60.9,11,21,52.4,11,41,26.8,2,6,33.3,1,2,50,8,37,21.6
Shabazz Napier,POR,25,3,8,37.5,8,12,66.7,3,13,23.1,0,1,0,1,2,50,3,10,30
Shaun Livingston,GSW,31,26,36,72.2,12,36,33.3,8,39,20.5,1,3,33.3,4,9,44.4,13,39,33.3
Sheldon McClellan,WAS,24,7,11,63.6,6,8,75,3,10,30,3,5,60,0,1,0,0,6,0
Shelvin Mack,UTA,26,19,38,50,12,29,41.4,12,42,28.6,2,9,22.2,3,5,60,9,27,33.3
Skal Labissiere,SAC,20,1,1,100,0,1,0,0,1,0,2,2,100,-,-,-,1,3,33.3
Solomon Hill,NOP,25,35,56,62.5,12,29,41.4,32,64,50,1,7,14.3,2,3,66.7,26,65,40
Spencer Dinwiddie,BKN,23,17,24,70.8,8,19,42.1,14,28,50,1,2,50,0,4,0,3,16,18.8
Spencer Hawes,CHA,28,19,33,57.6,10,18,55.6,10,20,50,3,5,60,4,4,100,9,28,32.1
Stanley Johnson,DET,20,13,25,52,9,21,42.9,16,33,48.5,2,4,50,0,0,0,12,24,50
Stephen Curry,GSW,28,31,56,55.4,21,69,30.4,24,64,37.5,1,15,6.7,7,14,50,18,63,28.6
Stephen Zimmerman,ORL,20,0,0,0,-,-,-,2,3,66.7,-,-,-,-,-,-,0,1,0
Steve Novak,MIL,33,2,3,66.7,0,1,0,0,0,0,-,-,-,-,-,-,0,1,0
Steven Adams,OKC,23,37,74,50,19,44,43.2,29,76,38.2,5,15,33.3,4,9,44.4,16,66,24.2
TJ McConnell,PHI,24,26,43,60.5,12,32,37.5,23,47,48.9,4,7,57.1,1,10,10,17,52,32.7
TJ Warren,PHX,23,31,49,63.3,13,28,46.4,25,53,47.2,4,9,44.4,2,4,50,12,36,33.3
Taj Gibson,CHI,31,23,53,43.4,13,28,46.4,24,57,42.1,4,6,66.7,0,4,0,13,40,32.5
Tarik Black,LAL,25,9,21,42.9,8,19,42.1,11,29,37.9,0,2,0,0,3,0,8,24,33.3
Taurean Prince,ATL,22,7,12,58.3,2,6,33.3,4,9,44.4,1,2,50,2,5,40,7,22,31.8
Terrence Jones,NOP,25,36,56,64.3,11,32,34.4,18,42,42.9,2,7,28.6,5,6,83.3,19,53,35.8
Terrence Ross,TOR,25,28,51,54.9,18,51,35.3,20,47,42.6,5,11,45.5,2,9,22.2,9,34,26.5
Terry Rozier,BOS,22,20,33,60.6,9,24,37.5,11,32,34.4,2,5,40,0,3,0,4,29,13.8
Thabo Sefolosha,ATL,32,25,43,58.1,11,28,39.3,18,45,40,4,10,40,5,10,50,11,47,23.4
Thaddeus Young,IND,28,37,64,57.8,14,36,38.9,17,52,32.7,4,8,50,5,7,71.4,17,59,28.8
Thomas Robinson,LAL,25,8,19,42.1,4,12,33.3,3,19,15.8,1,3,33.3,1,3,33.3,8,16,50
Thon Maker,MIL,19,4,5,80,3,4,75,0,6,0,1,2,50,0,1,0,2,8,25
Tim Frazier,NOP,26,27,43,62.8,4,17,23.5,19,38,50,3,7,42.9,4,7,57.1,18,54,33.3
Tim Hardaway Jr.,ATL,24,19,34,55.9,7,21,33.3,27,58,46.6,3,7,42.9,3,9,33.3,21,48,43.8
Tim Quarterman,POR,22,1,2,50,2,3,66.7,0,1,0,0,1,0,0,0,0,0,2,0
Timofey Mozgov,LAL,30,17,31,54.8,8,26,30.8,19,49,38.8,3,7,42.9,3,7,42.9,19,43,44.2
Timothe Luwawu-Cabarrot,PHI,21,5,12,41.7,6,12,50,7,22,31.8,0,1,0,0,2,0,3,8,37.5
Tobias Harris,DET,24,38,71,53.5,23,46,50,34,72,47.2,3,10,30,1,10,10,16,47,34
Tomas Satoransky,WAS,25,6,15,40,7,16,43.8,5,25,20,3,5,60,1,4,25,5,18,27.8
Toney Douglas,MEM,30,3,3,100,2,2,100,1,4,25,0,1,0,0,0,0,3,5,60
Tony Allen,MEM,35,32,47,68.1,19,43,44.2,24,53,45.3,4,10,40,7,13,53.8,16,67,23.9
Tony Parker,SAS,34,20,33,60.6,6,24,25,7,37,18.9,1,6,16.7,0,3,0,6,28,21.4
Tony Snell,MIL,25,43,79,54.4,11,30,36.7,22,58,37.9,9,16,56.3,7,16,43.8,24,57,42.1
Treveon Graham,CHA,23,1,4,25,0,1,0,2,6,33.3,1,1,100,0,0,0,2,5,40
Trevor Ariza,HOU,31,48,70,68.6,31,65,47.7,29,74,39.2,6,14,42.9,6,11,54.5,24,71,33.8
Trevor Booker,BKN,29,31,48,64.6,9,29,31,31,61,50.8,4,8,50,3,8,37.5,6,28,21.4
Trey Burke,WAS,24,15,26,57.7,4,13,30.8,7,17,41.2,4,6,66.7,2,4,50,8,23,34.8
Trey Lyles,UTA,21,26,48,54.2,14,33,42.4,13,38,34.2,1,8,12.5,3,4,75,8,34,23.5
Tristan Thompson,CLE,25,24,50,48,13,42,31,27,60,45,2,13,15.4,0,10,0,18,51,35.3
Troy Daniels,MEM,25,15,25,60,6,19,31.6,3,19,15.8,1,3,33.3,1,4,25,11,37,29.7
Troy Williams,MEM,22,8,18,44.4,6,18,33.3,8,19,42.1,2,4,50,2,5,40,5,22,22.7
Ty Lawson,SAC,29,24,44,54.5,10,28,35.7,21,50,42,6,9,66.7,5,11,45.5,23,49,46.9
Tyler Ennis,HOU,22,11,12,91.7,4,11,36.4,3,10,30,1,1,100,2,3,66.7,2,9,22.2
Tyler Johnson,MIA,24,31,49,63.3,20,37,54.1,35,71,49.3,1,8,12.5,1,8,12.5,18,44,40.9
Tyler Ulis,PHX,21,7,10,70,3,6,50,5,16,31.3,1,2,50,0,1,0,10,17,58.8
Tyler Zeller,BOS,27,9,14,64.3,0,6,0,9,20,45,1,2,50,0,0,0,2,16,12.5
Tyreke Evans,NOP,27,7,12,58.3,5,11,45.5,7,15,46.7,0,2,0,1,3,33.3,5,13,38.5
Tyson Chandler,PHX,34,29,50,58,13,30,43.3,30,64,46.9,3,9,33.3,2,5,40,9,31,29
Tyus Jones,MIN,20,7,15,46.7,1,4,25,2,9,22.2,1,2,50,1,1,100,2,9,22.2
Udonis Haslem,MIA,36,2,6,33.3,5,5,100,3,4,75,0,1,0,1,1,100,1,4,25
Victor Oladipo,OKC,24,39,82,47.6,13,37,35.1,27,66,40.9,2,10,20,1,8,12.5,7,50,14
Vince Carter,MEM,40,26,45,57.8,16,33,48.5,16,38,42.1,2,9,22.2,1,5,20,16,49,32.7
Wade Baldwin IV,MEM,20,5,13,38.5,5,13,38.5,2,11,18.2,1,1,100,0,1,0,7,18,38.9
Wayne Ellington,MIA,29,13,29,44.8,13,29,44.8,19,34,55.9,2,8,25,1,3,33.3,11,24,45.8
Wesley Johnson,LAC,29,14,26,53.8,5,18,27.8,17,33,51.5,1,4,25,0,1,0,4,15,26.7
Wesley Matthews,DAL,30,40,58,69,20,46,43.5,23,67,34.3,6,10,60,5,12,41.7,19,47,40.4
Will Barton,DEN,26,21,48,43.8,6,28,21.4,28,55,50.9,0,3,0,1,5,20,11,43,25.6
Willie Cauley-Stein,SAC,23,16,23,69.6,4,11,36.4,11,22,50,2,4,50,3,6,50,10,18,55.6
Willie Reed,MIA,26,19,26,73.1,13,23,56.5,9,23,39.1,1,6,16.7,1,2,50,4,13,30.8
Willy Hernangomez,NYK,22,15,30,50,3,10,30,15,36,41.7,0,2,0,3,5,60,6,20,30
Wilson Chandler,DEN,29,29,56,51.8,20,51,39.2,28,64,43.8,1,4,25,3,6,50,19,55,34.5
Yogi Ferrell,DAL,23,7,8,87.5,2,2,100,9,15,60,0,0,0,0,2,0,3,14,21.4
Zach LaVine,MIN,21,52,79,65.8,21,45,46.7,23,68,33.8,6,14,42.9,4,8,50,30,86,34.9
Zach Randolph,MEM,35,28,42,66.7,14,34,41.2,14,30,46.7,3,9,33.3,0,4,0,19,51,37.3
Zaza Pachulia,GSW,32,14,27,51.9,13,34,38.2,10,31,32.3,0,6,0,3,9,33.3,10,35,28.6
