PLAYER,TEAM,AGE,RA-FGM,RA-FGA,RA-FG%,PAINT-FGM,PAINT-FGA,PAINT-FG%,MID-FGM,MID-FGA,MID-FG%,LEFT-FGM,LEFT-FGA,LEFT-FG%,RIGHT-FGM,RIGHT-FGA,RIGHT-,TOP-FGM,TOP-FGA,TOP-FG%
Boban Marjanovic,DET,28,8,9,88.9,2,6,33.3,0,3,0,0,1,0,0,1,0,2,10,20
Bobby Brown,HOU,32,3,5,60,0,0,0,0,1,0,-,-,-,1,3,33.3,0,6,0
Bobby Portis,CHI,21,30,42,71.4,2,8,25,3,4,75,3,3,100,1,2,50,2,17,11.8
Bojan Bogdanovic,BKN,27,105,164,64,7,25,28,13,26,50,5,15,33.3,2,8,25,49,105,46.7
Boris Diaw,UTA,34,40,61,65.6,5,10,50,3,10,30,2,5,40,0,1,0,18,37,48.6
Bradley Beal,WAS,23,107,169,63.3,13,26,50,12,36,33.3,1,11,9.1,7,15,46.7,27,92,29.3
Brandan Wright,MEM,29,2,2,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Brandon Bass,LAC,31,36,46,78.3,1,4,25,6,9,66.7,3,3,100,0,0,0,9,26,34.6
Brandon Ingram,LAL,19,117,165,70.9,18,30,60,8,26,30.8,5,11,45.5,6,11,54.5,38,95,40
Brandon Jennings,NYK,27,104,162,64.2,5,10,50,11,27,40.7,7,18,38.9,6,13,46.2,26,73,35.6
Brandon Knight,PHX,25,60,107,56.1,11,23,47.8,9,18,50,5,9,55.6,3,5,60,30,67,44.8
Brandon Rush,MIN,31,18,30,60,0,4,0,0,4,0,1,1,100,1,2,50,5,19,26.3
Brian Roberts,CHA,31,3,6,50,0,2,0,2,4,50,0,1,0,0,0,0,4,14,28.6
Brook Lopez,BKN,28,102,162,63,8,26,30.8,19,38,50,3,11,27.3,2,6,33.3,37,88,42
Bruno Caboclo,TOR,21,1,2,50,-,-,-,0,2,0,-,-,-,-,-,-,2,2,100
Bryn Forbes,SAS,23,7,8,87.5,0,1,0,1,3,33.3,0,0,0,0,0,0,3,8,37.5
Buddy Hield,NOP,23,69,94,73.4,10,22,45.5,3,18,16.7,6,11,54.5,4,6,66.7,30,67,44.8
CJ McCollum,POR,25,103,174,59.2,13,27,48.1,14,47,29.8,8,12,66.7,4,17,23.5,52,120,43.3
CJ Miles,IND,29,64,84,76.2,5,9,55.6,14,22,63.6,4,7,57.1,3,10,30,19,61,31.1
CJ Watson,ORL,32,46,69,66.7,1,9,11.1,6,10,60,2,4,50,2,3,66.7,12,33,36.4
CJ Wilcox,ORL,26,4,6,66.7,0,1,0,0,0,0,0,0,0,0,1,0,1,5,20
Cameron Payne,OKC,22,9,17,52.9,1,1,100,3,9,33.3,0,1,0,0,0,0,2,14,14.3
Caris LeVert,BKN,22,28,44,63.6,1,5,20,9,17,52.9,1,1,100,2,5,40,15,32,46.9
Carmelo Anthony,NYK,32,151,223,67.7,17,30,56.7,13,30,43.3,9,21,42.9,3,12,25,38,111,34.2
Chandler Parsons,MEM,28,28,41,68.3,7,9,77.8,7,12,58.3,0,1,0,3,4,75,8,20,40
Channing Frye,CLE,33,52,77,67.5,4,11,36.4,7,18,38.9,6,12,50,0,4,0,25,47,53.2
Chasson Randle,PHI,23,1,3,33.3,-,-,-,0,1,0,-,-,-,-,-,-,1,2,50
Cheick Diallo,NOP,20,5,10,50,3,3,100,0,2,0,-,-,-,2,2,100,4,11,36.4
Chinanu Onuaku,HOU,20,4,4,100,-,-,-,-,-,-,-,-,-,0,1,0,0,0,0
Chris Andersen,CLE,38,5,11,45.5,0,1,0,2,3,66.7,1,2,50,0,0,0,2,5,40
Chris McCullough,BKN,21,3,3,100,0,1,0,2,2,100,0,0,0,-,-,-,0,1,0
Chris Paul,LAC,31,75,110,68.2,12,23,52.2,16,41,39,6,11,54.5,4,10,40,19,67,28.4
Christian Wood,CHA,21,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,0,1,0
Clint Capela,HOU,22,83,117,70.9,5,14,35.7,3,20,15,6,8,75,3,10,30,20,43,46.5
Cody Zeller,CHA,24,60,101,59.4,7,17,41.2,9,28,32.1,1,8,12.5,3,7,42.9,18,56,32.1
Cole Aldrich,MIN,28,35,47,74.5,6,10,60,2,6,33.3,2,4,50,1,5,20,13,30,43.3
Corey Brewer,HOU,30,73,104,70.2,2,13,15.4,5,23,21.7,2,2,100,2,5,40,13,33,39.4
Cory Joseph,TOR,25,67,102,65.7,8,18,44.4,7,16,43.8,2,6,33.3,4,11,36.4,33,74,44.6
Courtney Lee,NYK,31,133,198,67.2,13,22,59.1,13,28,46.4,7,20,35,4,11,36.4,32,101,31.7
Cristiano Felicio,CHI,24,49,74,66.2,4,10,40,8,13,61.5,2,7,28.6,1,3,33.3,11,41,26.8
D'Angelo Russell,LAL,20,79,115,68.7,11,13,84.6,9,24,37.5,5,12,41.7,5,8,62.5,24,65,36.9
D.J. Augustin,ORL,29,71,113,62.8,6,19,31.6,13,21,61.9,2,5,40,7,10,70,21,56,37.5
Damian Jones,GSW,21,0,0,0,-,-,-,0,0,0,-,-,-,-,-,-,2,4,50
Damian Lillard,POR,26,113,181,62.4,11,24,45.8,12,39,30.8,8,15,53.3,6,16,37.5,51,111,45.9
Damjan Rudez,ORL,30,14,23,60.9,0,2,0,0,1,0,0,0,0,0,0,0,3,10,30
Daniel Ochefu,WAS,23,1,3,33.3,0,0,0,0,2,0,-,-,-,-,-,-,0,2,0
Danilo Gallinari,DEN,28,117,172,68,13,28,46.4,13,51,25.5,9,20,45,5,8,62.5,42,102,41.2
Danny Green,SAS,29,77,113,68.1,7,24,29.2,12,28,42.9,2,12,16.7,4,11,36.4,22,54,40.7
Dante Cunningham,NOP,29,68,101,67.3,4,12,33.3,4,11,36.4,4,9,44.4,0,1,0,28,59,47.5
Dante Exum,UTA,21,39,65,60,5,12,41.7,3,8,37.5,2,6,33.3,1,3,33.3,18,41,43.9
Dario Saric,PHI,22,79,123,64.2,3,14,21.4,16,41,39,6,12,50,6,13,46.2,31,77,40.3
Darrell Arthur,DEN,28,20,30,66.7,3,5,60,3,7,42.9,2,3,66.7,4,4,100,3,16,18.8
Darren Collison,SAC,29,94,133,70.7,9,18,50,15,27,55.6,7,17,41.2,12,20,60,25,77,32.5
Darrun Hilliard,DET,23,16,24,66.7,3,8,37.5,1,5,20,0,2,0,2,3,66.7,6,23,26.1
David Lee,SAS,33,69,100,69,2,15,13.3,5,19,26.3,4,14,28.6,2,6,33.3,11,36,30.6
David West,GSW,36,32,46,69.6,4,8,50,4,6,66.7,0,0,0,1,2,50,10,34,29.4
Davis Bertans,SAS,24,25,40,62.5,2,10,20,5,13,38.5,2,6,33.3,0,2,0,8,21,38.1
DeAndre Jordan,LAC,28,121,179,67.6,14,29,48.3,21,49,42.9,9,17,52.9,5,14,35.7,30,102,29.4
DeAndre Liggins,CLE,28,56,80,70,3,8,37.5,7,13,53.8,6,11,54.5,1,4,25,13,30,43.3
DeAndre' Bembry,ATL,22,12,17,70.6,0,0,0,4,6,66.7,0,2,0,0,1,0,3,7,42.9
DeMar DeRozan,TOR,27,131,191,68.6,11,26,42.3,16,33,48.5,3,7,42.9,4,17,23.5,37,114,32.5
DeMarcus Cousins,SAC,26,141,202,69.8,12,22,54.5,19,36,52.8,13,25,52,9,18,50,31,97,32
DeMarre Carroll,TOR,30,98,139,70.5,8,26,30.8,17,30,56.7,1,4,25,3,14,21.4,29,71,40.8
Dejounte Murray,SAS,20,9,17,52.9,0,9,0,1,3,33.3,0,0,0,1,1,100,2,7,28.6
Demetrius Jackson,BOS,22,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dennis Schroder,ATL,23,117,179,65.4,7,24,29.2,23,49,46.9,7,14,50,5,14,35.7,30,101,29.7
Denzel Valentine,CHI,23,30,39,76.9,3,9,33.3,4,6,66.7,2,2,100,2,3,66.7,3,13,23.1
Deron Williams,DAL,32,60,86,69.8,9,17,52.9,12,30,40,2,5,40,5,7,71.4,20,48,41.7
Derrick Favors,UTA,25,47,68,69.1,4,12,33.3,9,14,64.3,2,5,40,2,6,33.3,11,32,34.4
"Derrick Jones, Jr.",PHX,19,1,2,50,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0
Derrick Rose,NYK,28,118,183,64.5,16,28,57.1,8,23,34.8,8,19,42.1,4,11,36.4,35,102,34.3
Derrick Williams,MIA,25,28,39,71.8,3,4,75,1,8,12.5,1,3,33.3,2,5,40,5,20,25
Devin Booker,PHX,20,119,190,62.6,14,32,43.8,11,25,44,7,17,41.2,10,18,55.6,38,100,38
Devin Harris,DAL,33,33,49,67.3,3,3,100,4,19,21.1,1,4,25,2,6,33.3,14,32,43.8
Dewayne Dedmon,SAS,27,39,54,72.2,0,12,0,4,14,28.6,1,6,16.7,0,2,0,18,31,58.1
Deyonta Davis,MEM,20,10,17,58.8,1,2,50,2,5,40,-,-,-,0,0,0,4,11,36.4
Diamond Stone,LAC,19,4,5,80,0,0,0,1,1,100,-,-,-,-,-,-,0,4,0
Dion Waiters,MIA,25,62,100,62,7,15,46.7,7,26,26.9,1,7,14.3,3,9,33.3,22,60,36.7
Dirk Nowitzki,DAL,38,36,47,76.6,4,8,50,5,23,21.7,3,4,75,5,9,55.6,13,27,48.1
Domantas Sabonis,OKC,20,63,104,60.6,6,16,37.5,7,22,31.8,3,8,37.5,1,4,25,21,61,34.4
Donatas Motiejunas,NOP,26,9,17,52.9,2,4,50,2,7,28.6,0,0,0,1,1,100,14,24,58.3
Dorian Finney-Smith,DAL,23,54,74,73,9,19,47.4,15,40,37.5,3,8,37.5,5,12,41.7,22,56,39.3
Doug McDermott,CHI,25,75,114,65.8,4,11,36.4,17,29,58.6,4,10,40,1,3,33.3,21,63,33.3
Dragan Bender,PHX,19,24,41,58.5,5,11,45.5,1,7,14.3,1,1,100,3,5,60,13,29,44.8
Draymond Green,GSW,26,103,173,59.5,11,33,33.3,15,41,36.6,6,13,46.2,6,9,66.7,37,114,32.5
Dwight Howard,ATL,31,95,148,64.2,8,22,36.4,21,46,45.7,5,12,41.7,7,10,70,26,89,29.2
Dwight Powell,DAL,25,57,78,73.1,7,8,87.5,12,34,35.3,1,3,33.3,3,9,33.3,18,43,41.9
Dwyane Wade,CHI,35,108,174,62.1,8,21,38.1,9,22,40.9,3,14,21.4,4,9,44.4,15,66,22.7
E'Twaun Moore,NOP,27,78,111,70.3,8,17,47.1,12,27,44.4,0,6,0,3,5,60,29,78,37.2
Ed Davis,POR,27,43,67,64.2,5,9,55.6,10,25,40,5,5,100,2,6,33.3,20,47,42.6
Edy Tavares,ATL,24,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-
Elfrid Payton,ORL,22,116,174,66.7,7,24,29.2,14,25,56,6,12,50,7,15,46.7,32,92,34.8
Emmanuel Mudiay,DEN,20,104,147,70.7,8,19,42.1,9,34,26.5,9,19,47.4,6,12,50,33,79,41.8
Enes Kanter,OKC,24,76,114,66.7,7,16,43.8,8,20,40,0,3,0,3,5,60,19,65,29.2
Eric Bledsoe,PHX,27,118,179,65.9,14,28,50,12,30,40,8,18,44.4,11,17,64.7,42,105,40
Eric Gordon,HOU,28,129,183,70.5,11,32,34.4,7,34,20.6,8,10,80,2,11,18.2,29,69,42
Ersan Ilyasova,PHI,29,108,159,67.9,8,35,22.9,21,46,45.7,6,13,46.2,2,7,28.6,34,78,43.6
Evan Fournier,ORL,24,82,131,62.6,6,19,31.6,14,24,58.3,3,5,60,8,15,53.3,21,65,32.3
Evan Turner,POR,28,73,137,53.3,12,21,57.1,12,32,37.5,3,6,50,3,10,30,28,75,37.3
Frank Kaminsky,CHA,23,68,116,58.6,6,20,30,17,36,47.2,2,6,33.3,4,8,50,30,82,36.6
Fred VanVleet,TOR,22,3,9,33.3,1,4,25,1,3,33.3,-,-,-,0,0,0,3,5,60
Garrett Temple,SAC,30,84,130,64.6,7,15,46.7,13,27,48.1,9,18,50,12,22,54.5,24,79,30.4
Gary Harris,DEN,22,51,74,68.9,7,14,50,5,15,33.3,2,6,33.3,3,5,60,17,34,50
Gary Neal,ATL,32,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0
George Hill,UTA,30,54,72,75,4,14,28.6,11,19,57.9,2,4,50,2,6,33.3,18,45,40
Georges Niang,IND,23,4,6,66.7,0,1,0,1,2,50,2,3,66.7,-,-,-,2,5,40
Georgios Papagiannis,SAC,19,1,1,100,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-
Gerald Green,BOS,31,16,27,59.3,2,5,40,4,6,66.7,1,3,33.3,1,2,50,8,19,42.1
Gerald Henderson,PHI,29,95,127,74.8,5,27,18.5,18,39,46.2,6,12,50,5,10,50,28,82,34.1
Giannis Antetokounmpo,MIL,22,94,142,66.2,7,18,38.9,20,40,50,11,22,50,8,13,61.5,25,82,30.5
Glenn Robinson,IND,23,72,109,66.1,2,10,20,16,30,53.3,8,18,44.4,6,16,37.5,17,66,25.8
Goran Dragic,MIA,30,100,163,61.3,12,24,50,15,38,39.5,7,16,43.8,5,13,38.5,42,117,35.9
Gordon Hayward,UTA,26,94,144,65.3,9,24,37.5,9,25,36,6,9,66.7,5,9,55.6,30,81,37
Gorgui Dieng,MIN,27,142,194,73.2,17,35,48.6,16,42,38.1,5,15,33.3,7,13,53.8,32,99,32.3
Greg Monroe,MIL,26,87,112,77.7,6,12,50,12,25,48,8,16,50,4,11,36.4,17,52,32.7
Greivis Vasquez,BKN,30,3,5,60,0,1,0,1,1,100,0,0,0,0,0,0,0,0,0
Harrison Barnes,DAL,24,101,140,72.1,13,26,50,19,51,37.3,2,8,25,7,16,43.8,39,88,44.3
Hassan Whiteside,MIA,27,108,173,62.4,10,23,43.5,15,40,37.5,5,18,27.8,4,12,33.3,34,102,33.3
Henry Ellenson,DET,20,3,4,75,0,1,0,1,3,33.3,-,-,-,-,-,-,0,5,0
Hollis Thompson,PHI,25,43,71,60.6,6,14,42.9,9,22,40.9,1,4,25,2,5,40,21,39,53.8
Ian Clark,GSW,25,39,74,52.7,3,13,23.1,6,16,37.5,2,4,50,1,2,50,12,50,24
Ian Mahinmi,WAS,30,3,3,100,0,0,0,0,0,0,-,-,-,0,0,0,0,1,0
Iman Shumpert,CLE,26,103,153,67.3,8,19,42.1,12,26,46.2,7,12,58.3,4,18,22.2,37,84,44
Isaiah Canaan,CHI,25,44,61,72.1,2,7,28.6,11,17,64.7,3,6,50,0,1,0,5,18,27.8
Isaiah Thomas,BOS,27,114,175,65.1,9,25,36,16,31,51.6,6,13,46.2,5,13,38.5,43,108,39.8
Isaiah Whitehead,BKN,21,57,87,65.5,3,20,15,14,20,70,3,7,42.9,2,8,25,34,78,43.6
Ish Smith,DET,28,60,90,66.7,7,23,30.4,12,23,52.2,1,7,14.3,1,7,14.3,35,68,51.5
Ivica Zubac,LAL,19,11,21,52.4,2,4,50,4,5,80,0,0,0,0,1,0,6,14,42.9
J.J. Barea,DAL,32,30,42,71.4,1,4,25,6,20,30,1,3,33.3,0,3,0,10,19,52.6
JJ Redick,LAC,32,97,147,66,13,25,52,20,46,43.5,9,13,69.2,5,12,41.7,26,88,29.5
JR Smith,CLE,31,55,84,65.5,4,18,22.2,11,19,57.9,4,6,66.7,3,8,37.5,14,35,40
JaMychal Green,MEM,26,85,132,64.4,14,27,51.9,15,24,62.5,1,10,10,7,10,70,29,75,38.7
JaVale McGee,GSW,29,26,46,56.5,3,7,42.9,4,20,20,1,3,33.3,0,0,0,9,29,31
Jabari Parker,MIL,21,118,172,68.6,7,19,36.8,14,32,43.8,15,29,51.7,8,17,47.1,30,87,34.5
Jae Crowder,BOS,26,87,132,65.9,7,21,33.3,12,24,50,6,15,40,2,10,20,34,82,41.5
Jahlil Okafor,PHI,21,63,84,75,4,18,22.2,11,30,36.7,3,11,27.3,2,3,66.7,22,49,44.9
Jake Layman,POR,22,8,13,61.5,1,4,25,1,2,50,0,1,0,1,1,100,5,12,41.7
Jakob Poeltl,TOR,21,13,24,54.2,2,2,100,2,6,33.3,1,3,33.3,2,2,100,8,12,66.7
Jamal Crawford,LAC,36,93,135,68.9,10,31,32.3,17,39,43.6,5,12,41.7,0,6,0,22,75,29.3
Jamal Murray,DEN,19,66,95,69.5,8,14,57.1,14,35,40,5,12,41.7,2,3,66.7,17,51,33.3
Jameer Nelson,DEN,34,79,125,63.2,9,17,52.9,16,47,34,7,14,50,5,9,55.6,21,70,30
James Ennis III,MEM,26,66,105,62.9,12,20,60,3,14,21.4,1,6,16.7,3,5,60,14,45,31.1
James Harden,HOU,27,194,262,74,17,43,39.5,10,42,23.8,11,19,57.9,5,17,29.4,46,100,46
James Johnson,MIA,29,60,125,48,5,15,33.3,12,36,33.3,6,15,40,4,10,40,28,78,35.9
James Jones,CLE,36,9,18,50,1,2,50,4,9,44.4,1,1,100,1,3,33.3,4,11,36.4
James Michael McAdoo,GSW,24,11,18,61.1,0,2,0,2,10,20,0,0,0,0,1,0,0,11,0
James Young,BOS,21,9,12,75,0,0,0,0,1,0,0,0,0,1,1,100,4,8,50
Jared Dudley,PHX,31,48,82,58.5,8,18,44.4,5,12,41.7,2,7,28.6,3,6,50,21,42,50
Jared Sullinger,TOR,24,5,5,100,0,0,0,2,2,100,-,-,-,1,2,50,1,2,50
Jarell Martin,MEM,22,39,62,62.9,5,7,71.4,5,12,41.7,0,1,0,3,6,50,14,38,36.8
Jarnell Stokes,DEN,23,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jason Smith,WAS,30,40,64,62.5,5,11,45.5,4,14,28.6,1,2,50,1,6,16.7,14,36,38.9
Jason Terry,MIL,39,55,73,75.3,3,6,50,9,17,52.9,4,8,50,2,7,28.6,11,35,31.4
Jaylen Brown,BOS,20,32,60,53.3,6,15,40,8,15,53.3,1,6,16.7,2,7,28.6,20,45,44.4
Jeff Green,ORL,30,84,135,62.2,7,19,36.8,16,26,61.5,3,5,60,9,18,50,29,78,37.2
Jeff Teague,IND,28,110,168,65.5,3,10,30,19,32,59.4,8,17,47.1,8,24,33.3,35,110,31.8
Jeff Withey,UTA,26,18,27,66.7,2,4,50,0,3,0,1,2,50,0,0,0,4,12,33.3
Jerami Grant,OKC,22,73,113,64.6,13,19,68.4,6,22,27.3,0,6,0,4,8,50,20,72,27.8
Jeremy Lamb,CHA,24,32,68,47.1,2,5,40,6,22,27.3,1,3,33.3,3,7,42.9,15,45,33.3
Jeremy Lin,BKN,28,32,49,65.3,2,3,66.7,3,6,50,1,2,50,0,1,0,11,21,52.4
Jerian Grant,CHI,24,41,58,70.7,2,7,28.6,8,15,53.3,2,5,40,0,1,0,7,32,21.9
Jerryd Bayless,PHI,28,7,9,77.8,0,1,0,1,3,33.3,1,2,50,1,1,100,1,2,50
Jimmy Butler,CHI,27,147,211,69.7,11,27,40.7,20,44,45.5,7,19,36.8,7,12,58.3,27,89,30.3
Joakim Noah,NYK,31,97,147,66,13,20,65,10,24,41.7,8,16,50,4,7,57.1,28,69,40.6
Jodie Meeks,ORL,29,41,60,68.3,1,8,12.5,3,9,33.3,2,6,33.3,3,7,42.9,13,37,35.1
Joe Harris,BKN,25,53,87,60.9,9,26,34.6,11,24,45.8,4,9,44.4,2,4,50,30,70,42.9
Joe Ingles,UTA,29,60,95,63.2,3,14,21.4,9,15,60,6,11,54.5,4,7,57.1,18,51,35.3
Joe Johnson,UTA,35,57,89,64,7,19,36.8,6,11,54.5,1,5,20,0,4,0,16,54,29.6
Joe Young,IND,24,13,16,81.3,0,1,0,3,4,75,2,4,50,1,2,50,2,8,25
Joel Anthony,SAS,34,1,1,100,-,-,-,0,0,0,0,1,0,-,-,-,2,3,66.7
Joel Bolomboy,UTA,23,0,0,0,0,0,0,0,0,0,1,1,100,-,-,-,0,0,0
Joel Embiid,PHI,22,61,86,70.9,4,20,20,11,27,40.7,7,9,77.8,1,6,16.7,19,48,39.6
Joffrey Lauvergne,OKC,25,49,67,73.1,4,6,66.7,2,10,20,1,5,20,2,6,33.3,8,32,25
John Henson,MIL,26,53,81,65.4,3,10,30,8,17,47.1,6,13,46.2,4,6,66.7,16,45,35.6
John Jenkins,PHX,25,1,2,50,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0
John Lucas III,MIN,34,0,0,0,0,0,0,-,-,-,0,0,0,-,-,-,0,1,0
John Wall,WAS,26,118,189,62.4,13,30,43.3,13,37,35.1,0,9,0,6,15,40,28,96,29.2
Jon Leuer,DET,27,61,89,68.5,3,15,20,9,26,34.6,1,5,20,5,11,45.5,23,64,35.9
Jonas Jerebko,BOS,29,46,76,60.5,9,17,52.9,14,24,58.3,7,14,50,2,7,28.6,21,54,38.9
Jonas Valanciunas,TOR,24,111,152,73,12,27,44.4,12,27,44.4,3,8,37.5,3,17,17.6,35,86,40.7
Jonathan Gibson,DAL,29,15,19,78.9,1,1,100,0,4,0,0,2,0,0,2,0,4,11,36.4
Jonathon Simmons,SAS,27,49,75,65.3,2,10,20,6,14,42.9,3,11,27.3,1,4,25,14,35,40
Jordan Clarkson,LAL,24,123,183,67.2,17,28,60.7,11,27,40.7,2,7,28.6,7,15,46.7,34,93,36.6
Jordan Farmar,SAC,30,7,9,77.8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Jordan Hill,MIN,29,3,4,75,0,0,0,0,0,0,0,1,0,1,1,100,1,3,33.3
Jordan McRae,CLE,25,26,34,76.5,2,4,50,5,12,41.7,2,5,40,1,3,33.3,3,11,27.3
Jordan Mickey,BOS,22,7,10,70,0,0,0,4,4,100,1,3,33.3,1,1,100,2,4,50
Jose Calderon,LAL,35,25,41,61,2,2,100,6,8,75,0,1,0,0,2,0,9,24,37.5
Josh McRoberts,MIA,29,31,46,67.4,2,6,33.3,3,8,37.5,2,7,28.6,3,5,60,8,20,40
Josh Richardson,MIA,23,51,86,59.3,4,9,44.4,5,26,19.2,6,13,46.2,3,9,33.3,17,53,32.1
Jrue Holiday,NOP,26,67,96,69.8,9,21,42.9,7,25,28,4,14,28.6,4,7,57.1,27,66,40.9
Juan Hernangomez,DEN,21,24,34,70.6,6,8,75,8,15,53.3,2,4,50,1,3,33.3,4,17,23.5
Julius Randle,LAL,22,125,178,70.2,14,22,63.6,14,34,41.2,5,12,41.7,7,12,58.3,34,99,34.3
Justin Anderson,DAL,23,39,52,75,2,3,66.7,9,22,40.9,0,3,0,3,7,42.9,13,30,43.3
Justin Hamilton,BKN,26,57,90,63.3,8,16,50,12,24,50,4,7,57.1,1,6,16.7,26,59,44.1
Justin Holiday,NYK,27,64,103,62.1,4,9,44.4,7,20,35,7,14,50,6,13,46.2,22,54,40.7
Justise Winslow,MIA,20,28,58,48.3,7,11,63.6,9,21,42.9,2,8,25,1,5,20,11,36,30.6
Jusuf Nurkic,DEN,22,64,98,65.3,4,14,28.6,8,27,29.6,5,8,62.5,3,6,50,26,65,40
