PLAYER,TEAM,AGE,RA-FGM,RA-FGA,RA-FG%,PAINT-FGM,PAINT-FGA,PAINT-FG%,MID-FGM,MID-FGA,MID-FG%,LEFT-FGM,LEFT-FGA,LEFT-FG%,RIGHT-FGM,RIGHT-FGA,RIGHT-,TOP-FGM,TOP-FGA,TOP-FG%
Brandon Rush,MIN,31,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Brian Roberts,CHA,31,0,1,0,0,1,0,1,1,100,-,-,-,0,0,0,0,0,0
Brook Lopez,BKN,28,2,3,66.7,0,5,0,0,4,0,0,0,0,0,1,0,4,11,36.4
Bruno Caboclo,TOR,21,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0
Bryn Forbes,SAS,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buddy Hield,NOP,23,1,4,25,0,1,0,1,6,16.7,0,0,0,0,0,0,0,3,0
CJ McCollum,POR,25,4,6,66.7,4,7,57.1,9,20,45,0,0,0,0,2,0,2,8,25
CJ Miles,IND,29,0,0,0,1,1,100,1,2,50,2,2,100,0,2,0,2,8,25
CJ Watson,ORL,32,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0
CJ Wilcox,ORL,26,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0
Cameron Payne,OKC,22,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,100
Caris LeVert,BKN,22,1,1,100,0,1,0,0,1,0,0,0,0,0,0,0,2,5,40
Carmelo Anthony,NYK,32,3,11,27.3,4,10,40,16,47,34,1,1,100,0,0,0,5,22,22.7
Chandler Parsons,MEM,28,0,1,0,0,0,0,1,3,33.3,0,0,0,0,1,0,2,5,40
Channing Frye,CLE,33,1,3,33.3,2,2,100,1,6,16.7,0,1,0,1,1,100,2,7,28.6
Chasson Randle,PHI,23,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-
Cheick Diallo,NOP,20,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-
Chinanu Onuaku,HOU,20,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-
Chris Andersen,CLE,38,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
Chris McCullough,BKN,21,0,0,0,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0
Chris Paul,LAC,31,0,2,0,2,6,33.3,3,11,27.3,1,4,25,1,1,100,10,33,30.3
Christian Wood,CHA,21,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Clint Capela,HOU,22,9,13,69.2,2,4,50,0,1,0,0,0,0,0,0,0,0,0,0
Cody Zeller,CHA,24,3,4,75,1,3,33.3,1,4,25,0,0,0,0,0,0,0,0,0
Cole Aldrich,MIN,28,2,3,66.7,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
Corey Brewer,HOU,30,2,2,100,0,1,0,0,2,0,1,1,100,0,1,0,2,5,40
Cory Joseph,TOR,25,4,9,44.4,3,8,37.5,4,14,28.6,0,4,0,0,2,0,4,8,50
Courtney Lee,NYK,31,2,3,66.7,3,5,60,3,7,42.9,1,3,33.3,0,1,0,3,8,37.5
Cristiano Felicio,CHI,24,2,4,50,0,0,0,2,5,40,0,0,0,0,0,0,0,0,0
D'Angelo Russell,LAL,20,1,4,25,2,2,100,2,7,28.6,0,0,0,1,1,100,3,8,37.5
D.J. Augustin,ORL,29,0,3,0,1,3,33.3,1,10,10,0,0,0,0,0,0,5,14,35.7
Damian Jones,GSW,21,-,-,-,-,-,-,0,0,0,0,0,0,-,-,-,0,0,0
Damian Lillard,POR,26,3,9,33.3,2,2,100,3,6,50,0,0,0,0,0,0,2,9,22.2
Damjan Rudez,ORL,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Daniel Ochefu,WAS,23,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
Danilo Gallinari,DEN,28,1,1,100,0,0,0,3,11,27.3,0,0,0,1,2,50,2,5,40
Danny Green,SAS,29,3,4,75,0,3,0,0,6,0,2,4,50,0,1,0,3,12,25
Dante Cunningham,NOP,29,0,0,0,1,2,50,2,6,33.3,1,3,33.3,0,3,0,0,3,0
Dante Exum,UTA,21,2,6,33.3,0,1,0,1,2,50,0,3,0,0,0,0,2,6,33.3
Dario Saric,PHI,22,6,11,54.5,1,1,100,0,7,0,0,2,0,3,3,100,0,5,0
Darrell Arthur,DEN,28,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,100
Darren Collison,SAC,29,3,7,42.9,2,4,50,5,20,25,0,2,0,2,2,100,5,18,27.8
Darrun Hilliard,DET,23,0,0,0,0,0,0,0,1,0,1,1,100,0,1,0,0,0,0
David Lee,SAS,33,2,4,50,0,3,0,2,5,40,0,0,0,0,0,0,0,0,0
David West,GSW,36,3,3,100,0,3,0,3,3,100,0,0,0,0,0,0,0,0,0
Davis Bertans,SAS,24,1,2,50,0,0,0,2,3,66.7,0,0,0,1,2,50,0,3,0
DeAndre Jordan,LAC,28,8,12,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeAndre Liggins,CLE,28,0,3,0,0,1,0,0,2,0,0,0,0,1,1,100,2,2,100
DeAndre' Bembry,ATL,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
DeMar DeRozan,TOR,27,0,1,0,5,9,55.6,12,37,32.4,1,2,50,0,0,0,2,12,16.7
DeMarcus Cousins,SAC,26,5,21,23.8,5,12,41.7,14,40,35,0,1,0,0,0,0,7,20,35
DeMarre Carroll,TOR,30,0,1,0,2,4,50,0,4,0,1,2,50,0,1,0,2,8,25
Dejounte Murray,SAS,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,66.7
Dennis Schroder,ATL,23,5,11,45.5,3,4,75,2,3,66.7,0,0,0,1,1,100,5,11,45.5
Denzel Valentine,CHI,23,2,2,100,0,0,0,0,1,0,0,0,0,0,0,0,2,5,40
Deron Williams,DAL,32,1,5,20,4,13,30.8,11,17,64.7,0,1,0,0,1,0,4,9,44.4
Derrick Favors,UTA,25,3,7,42.9,5,7,71.4,3,8,37.5,0,1,0,0,0,0,0,1,0
"Derrick Jones, Jr.",PHX,19,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0,-,-,-
Derrick Rose,NYK,28,7,13,53.8,2,7,28.6,2,5,40,0,0,0,0,0,0,0,4,0
Derrick Williams,MIA,25,1,1,100,0,0,0,2,3,66.7,0,0,0,0,0,0,2,5,40
Devin Booker,PHX,20,2,6,33.3,1,3,33.3,7,21,33.3,0,0,0,1,1,100,7,20,35
Devin Harris,DAL,33,1,2,50,0,1,0,0,1,0,0,0,0,1,2,50,2,6,33.3
Dewayne Dedmon,SAS,27,5,7,71.4,1,1,100,3,4,75,0,0,0,0,0,0,0,0,0
Deyonta Davis,MEM,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diamond Stone,LAC,19,-,-,-,-,-,-,0,1,0,-,-,-,-,-,-,0,0,0
Dion Waiters,MIA,25,2,5,40,1,2,50,3,9,33.3,3,3,100,1,2,50,2,8,25
Dirk Nowitzki,DAL,38,0,1,0,0,1,0,5,9,55.6,0,0,0,0,1,0,1,3,33.3
Domantas Sabonis,OKC,20,0,0,0,0,9,0,0,2,0,0,1,0,0,0,0,2,8,25
Donatas Motiejunas,NOP,26,0,0,0,0,1,0,0,0,0,-,-,-,0,0,0,0,0,0
Dorian Finney-Smith,DAL,23,1,6,16.7,0,2,0,1,2,50,0,3,0,2,4,50,2,6,33.3
Doug McDermott,CHI,25,1,1,100,1,1,100,1,2,50,0,1,0,0,0,0,1,5,20
Dragan Bender,PHX,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,0,2,0
Draymond Green,GSW,26,2,2,100,1,2,50,0,1,0,0,0,0,0,0,0,4,10,40
Dwight Howard,ATL,31,0,2,0,1,2,50,0,1,0,0,0,0,0,0,0,0,0,0
Dwight Powell,DAL,25,4,9,44.4,1,3,33.3,3,9,33.3,1,2,50,0,0,0,0,2,0
Dwyane Wade,CHI,35,2,4,50,1,3,33.3,5,19,26.3,1,1,100,1,1,100,1,11,9.1
E'Twaun Moore,NOP,27,1,1,100,1,2,50,6,17,35.3,2,2,100,0,1,0,0,3,0
Ed Davis,POR,27,0,2,0,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0
Edy Tavares,ATL,24,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-
Elfrid Payton,ORL,22,4,9,44.4,0,3,0,3,5,60,0,1,0,0,1,0,2,7,28.6
Emmanuel Mudiay,DEN,20,3,6,50,1,4,25,2,10,20,0,2,0,0,0,0,3,16,18.8
Enes Kanter,OKC,24,9,11,81.8,4,6,66.7,3,10,30,0,0,0,0,1,0,0,1,0
Eric Bledsoe,PHX,27,5,10,50,4,9,44.4,4,20,20,0,0,0,0,2,0,7,25,28
Eric Gordon,HOU,28,5,6,83.3,1,4,25,1,4,25,1,1,100,1,2,50,4,17,23.5
Ersan Ilyasova,PHI,29,1,3,33.3,1,2,50,4,8,50,1,1,100,1,1,100,1,10,10
Evan Fournier,ORL,24,5,7,71.4,1,3,33.3,2,5,40,0,0,0,0,2,0,6,12,50
Evan Turner,POR,28,0,4,0,5,8,62.5,4,9,44.4,0,0,0,0,1,0,0,2,0
Frank Kaminsky,CHA,23,2,5,40,4,8,50,0,2,0,1,1,100,1,3,33.3,3,13,23.1
Fred VanVleet,TOR,22,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0
Garrett Temple,SAC,30,2,3,66.7,0,0,0,3,10,30,2,7,28.6,0,2,0,3,10,30
Gary Harris,DEN,22,0,1,0,0,1,0,0,1,0,1,1,100,0,0,0,1,3,33.3
Gary Neal,ATL,32,-,-,-,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-
George Hill,UTA,30,3,4,75,1,2,50,3,10,30,0,2,0,0,2,0,3,8,37.5
Georges Niang,IND,23,0,2,0,0,0,0,0,0,0,-,-,-,-,-,-,0,2,0
Georgios Papagiannis,SAC,19,0,0,0,-,-,-,0,0,0,0,0,0,-,-,-,0,0,0
Gerald Green,BOS,31,1,1,100,1,1,100,0,2,0,0,1,0,0,0,0,0,1,0
Gerald Henderson,PHI,29,1,1,100,0,0,0,8,17,47.1,0,0,0,1,2,50,4,6,66.7
Giannis Antetokounmpo,MIL,22,8,10,80,3,9,33.3,9,21,42.9,0,1,0,0,2,0,3,11,27.3
Glenn Robinson,IND,23,2,3,66.7,0,2,0,3,8,37.5,0,1,0,0,3,0,0,0,0
Goran Dragic,MIA,30,3,8,37.5,5,16,31.3,4,11,36.4,0,2,0,0,0,0,2,8,25
Gordon Hayward,UTA,26,2,5,40,1,6,16.7,4,21,19,1,1,100,1,1,100,5,9,55.6
Gorgui Dieng,MIN,27,4,6,66.7,1,4,25,8,20,40,0,1,0,1,2,50,0,3,0
Greg Monroe,MIL,26,11,17,64.7,5,12,41.7,5,10,50,0,0,0,0,0,0,0,0,0
Greivis Vasquez,BKN,30,0,0,0,0,0,0,0,1,0,0,0,0,-,-,-,0,0,0
Harrison Barnes,DAL,24,6,8,75,8,18,44.4,11,28,39.3,0,2,0,1,4,25,3,11,27.3
Hassan Whiteside,MIA,27,5,14,35.7,8,17,47.1,0,7,0,0,0,0,0,0,0,0,0,0
Henry Ellenson,DET,20,0,0,0,-,-,-,0,1,0,0,0,0,-,-,-,0,0,0
Hollis Thompson,PHI,25,2,5,40,2,4,50,2,4,50,0,0,0,0,0,0,0,2,0
Ian Clark,GSW,25,1,3,33.3,0,2,0,1,1,100,2,2,100,0,1,0,3,6,50
Ian Mahinmi,WAS,30,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0
Iman Shumpert,CLE,26,1,3,33.3,0,0,0,0,5,0,0,1,0,0,1,0,1,5,20
Isaiah Canaan,CHI,25,3,5,60,0,2,0,1,3,33.3,0,0,0,0,0,0,0,4,0
Isaiah Thomas,BOS,27,3,7,42.9,1,6,16.7,4,7,57.1,0,0,0,0,4,0,5,18,27.8
Isaiah Whitehead,BKN,21,2,3,66.7,1,3,33.3,2,5,40,0,0,0,0,0,0,1,5,20
Ish Smith,DET,28,2,5,40,3,7,42.9,4,15,26.7,0,0,0,1,1,100,0,6,0
Ivica Zubac,LAL,19,0,2,0,0,3,0,0,1,0,-,-,-,0,0,0,0,0,0
J.J. Barea,DAL,32,0,4,0,2,4,50,3,3,100,0,1,0,0,0,0,2,8,25
JJ Redick,LAC,32,1,1,100,0,0,0,2,5,40,0,1,0,1,1,100,3,5,60
JR Smith,CLE,31,0,0,0,0,0,0,1,5,20,2,3,66.7,0,1,0,1,6,16.7
JaMychal Green,MEM,26,5,9,55.6,0,2,0,2,4,50,0,2,0,2,3,66.7,1,2,50
JaVale McGee,GSW,29,2,3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jabari Parker,MIL,21,11,14,78.6,0,4,0,1,7,14.3,1,1,100,1,2,50,3,10,30
Jae Crowder,BOS,26,2,2,100,0,0,0,3,3,100,0,1,0,0,3,0,5,14,35.7
Jahlil Okafor,PHI,21,3,6,50,6,11,54.5,0,6,0,0,0,0,0,0,0,0,0,0
Jake Layman,POR,22,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
Jakob Poeltl,TOR,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Crawford,LAC,36,1,2,50,1,4,25,3,11,27.3,0,1,0,0,1,0,5,24,20.8
Jamal Murray,DEN,19,1,2,50,0,2,0,3,4,75,0,0,0,0,1,0,2,6,33.3
Jameer Nelson,DEN,34,4,4,100,0,2,0,1,4,25,1,1,100,0,0,0,4,8,50
James Ennis III,MEM,26,6,7,85.7,0,0,0,1,4,25,0,1,0,1,3,33.3,2,7,28.6
James Harden,HOU,27,7,11,63.6,4,13,30.8,3,18,16.7,0,0,0,0,3,0,14,49,28.6
James Johnson,MIA,29,5,7,71.4,2,4,50,1,6,16.7,0,2,0,1,2,50,3,11,27.3
James Jones,CLE,36,0,0,0,0,0,0,0,1,0,0,0,0,-,-,-,0,0,0
James Michael McAdoo,GSW,24,1,1,100,0,1,0,0,0,0,0,0,0,-,-,-,0,0,0
James Young,BOS,21,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0
Jared Dudley,PHX,31,0,0,0,1,2,50,2,4,50,0,1,0,1,1,100,2,3,66.7
Jared Sullinger,TOR,24,1,1,100,0,1,0,0,0,0,-,-,-,-,-,-,0,1,0
Jarell Martin,MEM,22,2,4,50,0,0,0,3,5,60,0,2,0,0,1,0,0,1,0
Jarnell Stokes,DEN,23,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Jason Smith,WAS,30,1,1,100,1,2,50,3,11,27.3,0,0,0,0,0,0,0,0,0
Jason Terry,MIL,39,0,0,0,0,1,0,1,2,50,1,2,50,1,3,33.3,2,4,50
Jaylen Brown,BOS,20,1,4,25,1,2,50,0,2,0,1,1,100,0,0,0,1,4,25
Jeff Green,ORL,30,1,3,33.3,0,3,0,3,10,30,0,1,0,0,0,0,4,14,28.6
Jeff Teague,IND,28,5,12,41.7,4,8,50,4,12,33.3,0,0,0,0,1,0,3,14,21.4
Jeff Withey,UTA,26,2,3,66.7,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
Jerami Grant,OKC,22,0,1,0,0,0,0,0,1,0,1,1,100,0,1,0,0,0,0
Jeremy Lamb,CHA,24,0,0,0,0,0,0,1,4,25,0,2,0,0,0,0,2,4,50
Jeremy Lin,BKN,28,0,1,0,2,2,100,1,3,33.3,-,-,-,0,0,0,0,1,0
Jerian Grant,CHI,24,2,4,50,1,3,33.3,2,3,66.7,0,0,0,0,2,0,0,3,0
Jerryd Bayless,PHI,28,0,0,0,0,0,0,0,2,0,-,-,-,-,-,-,1,2,50
Jimmy Butler,CHI,27,2,6,33.3,2,4,50,8,25,32,0,1,0,1,1,100,1,10,10
Joakim Noah,NYK,31,1,4,25,0,1,0,1,1,100,0,0,0,0,0,0,0,0,0
Jodie Meeks,ORL,29,0,0,0,0,0,0,0,1,0,1,1,100,0,0,0,3,4,75
Joe Harris,BKN,25,1,3,33.3,1,2,50,1,1,100,0,0,0,0,0,0,2,6,33.3
Joe Ingles,UTA,29,1,2,50,0,2,0,0,7,0,1,2,50,2,4,50,2,6,33.3
Joe Johnson,UTA,35,3,3,100,1,14,7.1,5,21,23.8,1,2,50,0,2,0,4,13,30.8
Joe Young,IND,24,1,2,50,0,1,0,1,2,50,-,-,-,0,0,0,0,4,0
Joel Anthony,SAS,34,0,1,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-
Joel Bolomboy,UTA,23,-,-,-,1,1,100,0,0,0,-,-,-,-,-,-,0,0,0
Joel Embiid,PHI,22,0,3,0,1,5,20,1,9,11.1,0,0,0,0,0,0,0,3,0
Joffrey Lauvergne,OKC,25,1,3,33.3,1,3,33.3,1,1,100,0,2,0,0,0,0,1,3,33.3
John Henson,MIL,26,4,6,66.7,3,4,75,1,6,16.7,0,0,0,0,0,0,0,0,0
John Jenkins,PHX,25,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-
John Lucas III,MIN,34,-,-,-,0,0,0,0,1,0,-,-,-,-,-,-,0,0,0
John Wall,WAS,26,9,16,56.3,2,7,28.6,10,37,27,1,1,100,0,0,0,1,17,5.9
Jon Leuer,DET,27,6,6,100,1,1,100,2,6,33.3,0,1,0,0,1,0,0,2,0
Jonas Jerebko,BOS,29,0,2,0,1,1,100,3,4,75,1,1,100,0,0,0,0,0,0
Jonas Valanciunas,TOR,24,6,10,60,7,12,58.3,3,9,33.3,0,0,0,0,0,0,0,0,0
Jonathan Gibson,DAL,29,0,0,0,0,1,0,1,1,100,0,0,0,0,0,0,0,3,0
Jonathon Simmons,SAS,27,3,11,27.3,1,4,25,0,4,0,0,1,0,0,1,0,2,8,25
Jordan Clarkson,LAL,24,3,4,75,2,4,50,2,9,22.2,0,5,0,1,2,50,5,21,23.8
Jordan Farmar,SAC,30,0,0,0,0,1,0,0,0,0,-,-,-,0,0,0,1,1,100
Jordan Hill,MIN,29,0,0,0,0,0,0,1,1,100,-,-,-,-,-,-,0,0,0
Jordan McRae,CLE,25,2,4,50,0,2,0,0,3,0,1,2,50,0,1,0,0,2,0
Jordan Mickey,BOS,22,0,1,0,0,0,0,0,0,0,-,-,-,0,0,0,-,-,-
Jose Calderon,LAL,35,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,100
Josh McRoberts,MIA,29,0,1,0,0,1,0,2,5,40,0,0,0,0,0,0,1,3,33.3
Josh Richardson,MIA,23,1,2,50,2,4,50,1,6,16.7,0,1,0,0,2,0,3,14,21.4
Jrue Holiday,NOP,26,0,3,0,2,3,66.7,1,3,33.3,0,1,0,0,2,0,0,4,0
Juan Hernangomez,DEN,21,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,0
Julius Randle,LAL,22,9,16,56.3,3,12,25,4,13,30.8,0,0,0,0,0,0,2,3,66.7
Justin Anderson,DAL,23,3,6,50,0,4,0,0,5,0,1,3,33.3,0,2,0,4,12,33.3
Justin Hamilton,BKN,26,2,4,50,0,1,0,1,5,20,1,1,100,0,1,0,0,2,0
Justin Holiday,NYK,27,0,0,0,1,2,50,2,5,40,3,3,100,2,3,66.7,0,4,0
Justise Winslow,MIA,20,0,1,0,1,8,12.5,1,6,16.7,0,2,0,0,1,0,0,0,0
Jusuf Nurkic,DEN,22,3,11,27.3,1,5,20,2,3,66.7,0,0,0,0,0,0,0,0,0
KJ McDaniels,HOU,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,100
Karl-Anthony Towns,MIN,21,7,12,58.3,3,6,50,2,13,15.4,0,1,0,0,3,0,2,9,22.2
Kawhi Leonard,SAS,25,4,7,57.1,3,5,60,5,13,38.5,0,1,0,0,0,0,6,17,35.3
Kay Felder,CLE,21,1,2,50,0,2,0,1,2,50,0,0,0,0,0,0,1,1,100
Kelly Olynyk,BOS,25,7,9,77.8,0,3,0,2,4,50,0,1,0,1,1,100,1,5,20
Kelly Oubre Jr.,WAS,21,3,5,60,1,4,25,0,3,0,0,1,0,0,3,0,2,8,25
Kemba Walker,CHA,26,4,8,50,3,3,100,3,17,17.6,0,0,0,0,1,0,8,21,38.1
Kenneth Faried,DEN,27,3,5,60,2,5,40,0,2,0,0,0,0,0,0,0,0,1,0
Kent Bazemore,ATL,27,3,6,50,0,4,0,3,9,33.3,0,1,0,0,1,0,1,6,16.7
Kentavious Caldwell-Pope,DET,23,1,3,33.3,0,0,0,1,7,14.3,0,1,0,0,0,0,3,13,23.1
Kevin Durant,GSW,28,2,3,66.7,4,9,44.4,4,11,36.4,0,0,0,0,1,0,3,13,23.1
Kevin Love,CLE,28,2,2,100,1,6,16.7,3,5,60,0,4,0,1,6,16.7,3,9,33.3
Kevin Seraphin,IND,27,0,1,0,1,3,33.3,1,3,33.3,0,0,0,0,0,0,0,0,0
Kevon Looney,GSW,20,1,2,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Klay Thompson,GSW,26,0,2,0,1,1,100,1,2,50,0,0,0,0,2,0,0,2,0
Kosta Koufos,SAC,27,2,3,66.7,3,7,42.9,0,2,0,0,0,0,0,0,0,0,0,0
Kris Dunn,MIN,22,2,2,100,1,3,33.3,1,3,33.3,0,0,0,1,1,100,0,7,0
Kris Humphries,ATL,31,2,3,66.7,1,2,50,2,4,50,0,0,0,0,0,0,1,2,50
Kristaps Porzingis,NYK,21,3,3,100,1,5,20,8,20,40,0,0,0,0,0,0,3,8,37.5
Kyle Anderson,SAS,23,0,0,0,0,2,0,1,3,33.3,0,0,0,1,1,100,0,0,0
Kyle Korver,CLE,35,0,0,0,0,1,0,2,3,66.7,1,1,100,0,0,0,2,3,66.7
Kyle Lowry,TOR,30,6,14,42.9,3,11,27.3,7,12,58.3,0,1,0,1,5,20,10,16,62.5
Kyle O'Quinn,NYK,26,3,5,60,0,0,0,1,7,14.3,0,0,0,0,0,0,0,1,0
