PLAYER,TEAM,AGE,RA-FGM,RA-FGA,RA-FG%,PAINT-FGM,PAINT-FGA,PAINT-FG%,MID-FGM,MID-FGA,MID-FG%,LEFT-FGM,LEFT-FGA,LEFT-FG%,RIGHT-FGM,RIGHT-FGA,RIGHT-,TOP-FGM,TOP-FGA,TOP-FG%
Dennis Schroder,ATL,23,13,23,56.5,2,5,40,1,9,11.1,1,1,100,0,0,0,4,10,40
Denzel Valentine,CHI,23,0,2,0,0,0,0,0,1,0,2,2,100,0,0,0,1,3,33.3
Deron Williams,DAL,32,2,5,40,1,6,16.7,10,22,45.5,1,2,50,1,2,50,5,18,27.8
Derrick Favors,UTA,25,7,14,50,3,9,33.3,6,23,26.1,0,0,0,0,0,0,1,1,100
"Derrick Jones, Jr.",PHX,19,1,1,100,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-
Derrick Rose,NYK,28,10,20,50,7,17,41.2,10,23,43.5,0,0,0,1,1,100,0,5,0
Derrick Williams,MIA,25,3,6,50,0,0,0,3,6,50,0,1,0,0,2,0,0,3,0
Devin Booker,PHX,20,5,12,41.7,2,13,15.4,15,36,41.7,1,2,50,1,1,100,8,21,38.1
Devin Harris,DAL,33,1,1,100,0,0,0,2,4,50,0,0,0,3,5,60,2,8,25
Dewayne Dedmon,SAS,27,7,9,77.8,2,3,66.7,0,0,0,0,0,0,0,0,0,0,0,0
Deyonta Davis,MEM,20,4,5,80,2,2,100,0,2,0,0,0,0,0,0,0,0,0,0
Diamond Stone,LAC,19,-,-,-,0,0,0,1,1,100,-,-,-,-,-,-,0,0,0
Dion Waiters,MIA,25,9,16,56.3,0,2,0,9,23,39.1,1,1,100,0,0,0,3,11,27.3
Dirk Nowitzki,DAL,38,1,4,25,3,6,50,3,11,27.3,0,0,0,0,0,0,3,9,33.3
Domantas Sabonis,OKC,20,7,13,53.8,5,10,50,1,3,33.3,0,1,0,0,1,0,3,7,42.9
Donatas Motiejunas,NOP,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dorian Finney-Smith,DAL,23,4,8,50,0,0,0,0,2,0,0,2,0,1,3,33.3,6,15,40
Doug McDermott,CHI,25,0,1,0,2,6,33.3,2,4,50,1,4,25,0,2,0,0,4,0
Dragan Bender,PHX,19,1,1,100,0,1,0,1,1,100,0,1,0,0,0,0,1,5,20
Draymond Green,GSW,26,1,4,25,0,3,0,2,3,66.7,0,0,0,2,2,100,2,9,22.2
Dwight Howard,ATL,31,12,15,80,1,6,16.7,1,8,12.5,0,0,0,0,0,0,0,0,0
Dwight Powell,DAL,25,4,7,57.1,1,2,50,5,9,55.6,0,1,0,0,0,0,0,1,0
Dwyane Wade,CHI,35,2,5,40,3,11,27.3,10,30,33.3,1,1,100,0,0,0,1,9,11.1
E'Twaun Moore,NOP,27,2,6,33.3,3,11,27.3,7,12,58.3,1,2,50,0,0,0,2,4,50
Ed Davis,POR,27,3,9,33.3,2,5,40,0,0,0,0,0,0,0,0,0,0,0,0
Edy Tavares,ATL,24,1,1,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Elfrid Payton,ORL,22,2,3,66.7,1,6,16.7,1,6,16.7,1,4,25,2,2,100,4,13,30.8
Emmanuel Mudiay,DEN,20,4,8,50,4,6,66.7,2,9,22.2,1,2,50,0,0,0,1,9,11.1
Enes Kanter,OKC,24,24,31,77.4,6,14,42.9,5,10,50,1,1,100,0,0,0,0,5,0
Eric Bledsoe,PHX,27,12,17,70.6,6,15,40,4,13,30.8,0,2,0,1,1,100,6,17,35.3
Eric Gordon,HOU,28,8,9,88.9,0,2,0,1,5,20,2,2,100,0,1,0,9,19,47.4
Ersan Ilyasova,PHI,29,4,11,36.4,1,1,100,6,15,40,3,3,100,0,1,0,8,18,44.4
Evan Fournier,ORL,24,7,13,53.8,3,9,33.3,2,9,22.2,0,2,0,1,2,50,6,23,26.1
Evan Turner,POR,28,8,11,72.7,2,12,16.7,9,16,56.3,2,3,66.7,2,3,66.7,0,13,0
Frank Kaminsky,CHA,23,6,10,60,7,16,43.8,1,3,33.3,2,5,40,0,1,0,5,13,38.5
Fred VanVleet,TOR,22,0,4,0,0,0,0,1,1,100,1,1,100,0,0,0,0,0,0
Garrett Temple,SAC,30,4,8,50,3,5,60,1,9,11.1,1,7,14.3,2,4,50,7,14,50
Gary Harris,DEN,22,4,9,44.4,3,4,75,1,2,50,1,2,50,0,0,0,1,4,25
Gary Neal,ATL,32,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,0
George Hill,UTA,30,7,9,77.8,2,4,50,5,19,26.3,1,1,100,2,3,66.7,3,14,21.4
Georges Niang,IND,23,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,3,0
Georgios Papagiannis,SAC,19,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0
Gerald Green,BOS,31,1,1,100,0,1,0,2,7,28.6,0,1,0,0,0,0,2,3,66.7
Gerald Henderson,PHI,29,2,3,66.7,0,3,0,3,12,25,0,0,0,0,4,0,2,5,40
Giannis Antetokounmpo,MIL,22,23,34,67.6,8,14,57.1,7,18,38.9,0,2,0,0,0,0,1,11,9.1
Glenn Robinson,IND,23,2,2,100,0,0,0,6,7,85.7,3,3,100,0,3,0,0,1,0
Goran Dragic,MIA,30,4,12,33.3,6,12,50,3,16,18.8,1,2,50,0,3,0,7,19,36.8
Gordon Hayward,UTA,26,5,13,38.5,3,8,37.5,12,26,46.2,0,2,0,1,3,33.3,3,17,17.6
Gorgui Dieng,MIN,27,12,17,70.6,4,8,50,18,27,66.7,1,1,100,1,2,50,0,1,0
Greg Monroe,MIL,26,16,30,53.3,1,5,20,6,9,66.7,0,0,0,0,0,0,0,0,0
Greivis Vasquez,BKN,30,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,0
Harrison Barnes,DAL,24,15,25,60,15,34,44.1,28,66,42.4,1,4,25,0,2,0,7,8,87.5
Hassan Whiteside,MIA,27,15,23,65.2,11,27,40.7,4,11,36.4,0,0,0,0,0,0,0,0,0
Henry Ellenson,DET,20,0,0,0,0,0,0,0,0,0,0,2,0,-,-,-,0,2,0
Hollis Thompson,PHI,25,4,5,80,1,3,33.3,0,3,0,0,0,0,1,2,50,1,3,33.3
Ian Clark,GSW,25,2,3,66.7,3,4,75,0,1,0,0,1,0,2,3,66.7,2,6,33.3
Ian Mahinmi,WAS,30,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0
Iman Shumpert,CLE,26,3,4,75,0,1,0,4,7,57.1,3,4,75,1,3,33.3,2,9,22.2
Isaiah Canaan,CHI,25,0,3,0,1,1,100,2,3,66.7,1,1,100,0,2,0,1,6,16.7
Isaiah Thomas,BOS,27,9,21,42.9,4,8,50,3,4,75,0,1,0,0,2,0,13,30,43.3
Isaiah Whitehead,BKN,21,5,7,71.4,2,3,66.7,1,2,50,0,0,0,0,0,0,0,4,0
Ish Smith,DET,28,2,7,28.6,2,11,18.2,9,23,39.1,1,1,100,0,1,0,0,6,0
Ivica Zubac,LAL,19,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.J. Barea,DAL,32,3,7,42.9,1,5,20,2,5,40,1,1,100,0,1,0,2,9,22.2
JJ Redick,LAC,32,3,5,60,1,2,50,6,16,37.5,0,0,0,2,4,50,1,13,7.7
JR Smith,CLE,31,0,0,0,0,1,0,0,3,0,2,2,100,0,0,0,1,8,12.5
JaMychal Green,MEM,26,7,9,77.8,1,3,33.3,5,8,62.5,0,3,0,3,4,75,2,5,40
JaVale McGee,GSW,29,4,6,66.7,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
Jabari Parker,MIL,21,9,14,64.3,4,7,57.1,2,10,20,1,4,25,1,2,50,4,13,30.8
Jae Crowder,BOS,26,2,2,100,0,1,0,4,9,44.4,2,2,100,3,7,42.9,7,14,50
Jahlil Okafor,PHI,21,5,8,62.5,6,15,40,3,6,50,0,0,0,0,0,0,0,0,0
Jake Layman,POR,22,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0
Jakob Poeltl,TOR,21,0,2,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0
Jamal Crawford,LAC,36,1,3,33.3,4,7,57.1,10,27,37,1,3,33.3,1,3,33.3,12,24,50
Jamal Murray,DEN,19,3,6,50,5,8,62.5,2,2,100,0,3,0,2,3,66.7,5,9,55.6
Jameer Nelson,DEN,34,5,8,62.5,1,2,50,11,18,61.1,0,1,0,0,0,0,1,9,11.1
James Ennis III,MEM,26,4,6,66.7,3,4,75,1,3,33.3,1,1,100,1,3,33.3,4,13,30.8
James Harden,HOU,27,6,12,50,3,15,20,4,15,26.7,0,2,0,0,0,0,6,32,18.8
James Johnson,MIA,29,5,11,45.5,2,7,28.6,5,7,71.4,1,2,50,2,3,66.7,4,10,40
James Jones,CLE,36,0,0,0,0,0,0,1,2,50,1,1,100,2,3,66.7,1,1,100
James Michael McAdoo,GSW,24,2,2,100,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
James Young,BOS,21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Jared Dudley,PHX,31,1,1,100,1,3,33.3,1,3,33.3,0,0,0,0,3,0,1,4,25
Jared Sullinger,TOR,24,0,0,0,1,2,50,0,0,0,0,0,0,1,1,100,0,0,0
Jarell Martin,MEM,22,2,9,22.2,1,3,33.3,1,4,25,0,1,0,0,1,0,1,1,100
Jarnell Stokes,DEN,23,1,1,100,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0
Jason Smith,WAS,30,1,2,50,2,4,50,3,9,33.3,0,0,0,0,1,0,0,0,0
Jason Terry,MIL,39,2,3,66.7,0,0,0,1,2,50,0,2,0,1,3,33.3,1,4,25
Jaylen Brown,BOS,20,2,4,50,2,3,66.7,1,3,33.3,0,0,0,0,0,0,0,4,0
Jeff Green,ORL,30,4,7,57.1,2,5,40,7,20,35,0,3,0,1,3,33.3,2,14,14.3
Jeff Teague,IND,28,9,16,56.3,4,10,40,5,8,62.5,0,1,0,1,1,100,6,13,46.2
Jeff Withey,UTA,26,4,7,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerami Grant,OKC,22,2,6,33.3,0,3,0,0,4,0,0,1,0,1,2,50,2,6,33.3
Jeremy Lamb,CHA,24,2,2,100,2,4,50,4,7,57.1,1,4,25,0,0,0,2,7,28.6
Jeremy Lin,BKN,28,0,2,0,1,2,50,0,0,0,0,1,0,0,0,0,2,6,33.3
Jerian Grant,CHI,24,2,5,40,1,3,33.3,1,8,12.5,1,1,100,1,1,100,2,6,33.3
Jerryd Bayless,PHI,28,1,1,100,0,0,0,0,2,0,0,0,0,-,-,-,0,0,0
Jimmy Butler,CHI,27,6,11,54.5,5,8,62.5,15,30,50,2,3,66.7,1,2,50,2,21,9.5
Joakim Noah,NYK,31,7,10,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jodie Meeks,ORL,29,0,0,0,0,0,0,3,5,60,0,0,0,0,0,0,0,3,0
Joe Harris,BKN,25,4,7,57.1,0,1,0,0,0,0,0,3,0,1,2,50,2,7,28.6
Joe Ingles,UTA,29,2,3,66.7,0,3,0,2,8,25,1,4,25,0,2,0,4,6,66.7
Joe Johnson,UTA,35,0,0,0,9,11,81.8,8,23,34.8,2,3,66.7,3,4,75,6,19,31.6
Joe Young,IND,24,0,1,0,0,1,0,1,4,25,-,-,-,0,0,0,0,2,0
Joel Anthony,SAS,34,-,-,-,0,0,0,-,-,-,0,0,0,-,-,-,0,0,0
Joel Bolomboy,UTA,23,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0
Joel Embiid,PHI,22,10,14,71.4,1,3,33.3,5,18,27.8,0,0,0,0,0,0,4,9,44.4
Joffrey Lauvergne,OKC,25,9,15,60,1,2,50,1,4,25,0,0,0,0,0,0,1,4,25
John Henson,MIL,26,8,10,80,3,6,50,2,5,40,0,0,0,0,0,0,0,0,0
John Jenkins,PHX,25,0,0,0,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0
John Lucas III,MIN,34,1,1,100,-,-,-,-,-,-,0,0,0,-,-,-,0,1,0
John Wall,WAS,26,12,17,70.6,0,6,0,9,28,32.1,0,0,0,0,1,0,1,7,14.3
Jon Leuer,DET,27,2,2,100,2,4,50,4,8,50,1,1,100,0,3,0,1,4,25
Jonas Jerebko,BOS,29,1,1,100,1,3,33.3,1,2,50,1,1,100,1,3,33.3,1,4,25
Jonas Valanciunas,TOR,24,11,18,61.1,3,13,23.1,3,11,27.3,0,0,0,0,0,0,0,0,0
Jonathan Gibson,DAL,29,0,1,0,1,1,100,2,3,66.7,0,0,0,0,0,0,0,2,0
Jonathon Simmons,SAS,27,5,10,50,2,4,50,3,7,42.9,1,3,33.3,1,2,50,1,4,25
Jordan Clarkson,LAL,24,7,15,46.7,0,9,0,2,12,16.7,0,5,0,0,0,0,4,12,33.3
Jordan Farmar,SAC,30,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,1,2,50
Jordan Hill,MIN,29,0,1,0,0,1,0,0,0,0,0,0,0,-,-,-,0,0,0
Jordan McRae,CLE,25,2,5,40,0,0,0,1,4,25,2,5,40,0,0,0,2,4,50
Jordan Mickey,BOS,22,0,0,0,0,0,0,0,1,0,0,1,0,-,-,-,0,0,0
Jose Calderon,LAL,35,1,1,100,0,0,0,1,1,100,0,0,0,0,0,0,0,2,0
Josh McRoberts,MIA,29,0,4,0,0,3,0,1,4,25,0,0,0,0,1,0,1,1,100
Josh Richardson,MIA,23,0,2,0,0,2,0,3,7,42.9,1,2,50,2,2,100,2,15,13.3
Jrue Holiday,NOP,26,6,8,75,1,5,20,2,4,50,0,0,0,0,0,0,1,7,14.3
Juan Hernangomez,DEN,21,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100
Julius Randle,LAL,22,14,21,66.7,7,23,30.4,3,6,50,0,0,0,0,0,0,0,3,0
Justin Anderson,DAL,23,8,12,66.7,4,8,50,0,1,0,0,1,0,3,5,60,3,10,30
Justin Hamilton,BKN,26,2,7,28.6,1,4,25,1,2,50,0,1,0,0,1,0,1,6,16.7
Justin Holiday,NYK,27,5,5,100,0,0,0,0,2,0,2,3,66.7,2,2,100,2,10,20
Justise Winslow,MIA,20,7,12,58.3,2,8,25,1,10,10,0,1,0,1,2,50,0,1,0
Jusuf Nurkic,DEN,22,10,20,50,3,6,50,0,0,0,0,0,0,0,0,0,0,0,0
KJ McDaniels,HOU,23,0,0,0,0,1,0,0,0,0,0,0,0,-,-,-,0,1,0
Karl-Anthony Towns,MIN,21,16,21,76.2,18,29,62.1,6,15,40,1,1,100,2,2,100,3,8,37.5
Kawhi Leonard,SAS,25,4,14,28.6,7,17,41.2,25,47,53.2,1,3,33.3,0,3,0,9,18,50
Kay Felder,CLE,21,2,6,33.3,0,0,0,2,8,25,0,0,0,0,0,0,0,2,0
Kelly Olynyk,BOS,25,7,10,70,1,3,33.3,0,3,0,2,2,100,1,1,100,2,10,20
Kelly Oubre Jr.,WAS,21,1,4,25,0,2,0,3,6,50,0,0,0,1,5,20,3,7,42.9
Kemba Walker,CHA,26,8,17,47.1,2,5,40,7,17,41.2,0,0,0,1,1,100,11,29,37.9
Kenneth Faried,DEN,27,5,12,41.7,4,8,50,0,1,0,0,0,0,0,0,0,0,0,0
Kent Bazemore,ATL,27,5,12,41.7,1,7,14.3,6,16,37.5,1,3,33.3,0,1,0,5,21,23.8
Kentavious Caldwell-Pope,DET,23,2,4,50,0,1,0,5,13,38.5,0,0,0,0,1,0,5,13,38.5
Kevin Durant,GSW,28,5,11,45.5,2,6,33.3,10,18,55.6,1,1,100,0,0,0,0,7,0
Kevin Love,CLE,28,4,7,57.1,4,13,30.8,7,14,50,1,8,12.5,2,2,100,3,8,37.5
Kevin Seraphin,IND,27,2,2,100,2,3,66.7,0,3,0,0,0,0,0,0,0,0,0,0
Kevon Looney,GSW,20,9,10,90,1,1,100,0,2,0,0,0,0,0,0,0,0,0,0
Klay Thompson,GSW,26,4,6,66.7,1,2,50,9,19,47.4,0,1,0,1,3,33.3,5,15,33.3
Kosta Koufos,SAC,27,8,9,88.9,6,15,40,0,1,0,0,0,0,0,0,0,0,0,0
Kris Dunn,MIN,22,1,2,50,0,3,0,2,11,18.2,1,1,100,0,1,0,0,2,0
Kris Humphries,ATL,31,2,4,50,0,1,0,2,5,40,0,0,0,0,1,0,1,2,50
