PLAYER,TEAM,AGE,RA-FGM,RA-FGA,RA-FG%,PAINT-FGM,PAINT-FGA,PAINT-FG%,MID-FGM,MID-FGA,MID-FG%,LEFT-FGM,LEFT-FGA,LEFT-FG%,RIGHT-FGM,RIGHT-FGA,RIGHT-,TOP-FGM,TOP-FGA,TOP-FG%
Caris LeVert,BKN,22,4,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carmelo Anthony,NYK,32,9,15,60,1,2,50,1,5,20,0,1,0,0,0,0,5,10,50
Chandler Parsons,MEM,28,1,1,100,0,0,0,0,1,0,-,-,-,-,-,-,0,0,0
Channing Frye,CLE,33,1,8,12.5,0,2,0,0,0,0,0,0,0,-,-,-,2,3,66.7
Chasson Randle,PHI,23,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-
Cheick Diallo,NOP,20,2,2,100,0,1,0,0,1,0,0,0,0,-,-,-,0,0,0
Chinanu Onuaku,HOU,20,1,1,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chris Andersen,CLE,38,2,5,40,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0
Chris McCullough,BKN,21,1,3,33.3,0,0,0,0,1,0,-,-,-,-,-,-,-,-,-
Chris Paul,LAC,31,3,4,75,0,0,0,2,3,66.7,0,1,0,0,1,0,3,4,75
Clint Capela,HOU,22,27,42,64.3,1,5,20,0,1,0,0,0,0,0,0,0,0,0,0
Cody Zeller,CHA,24,11,18,61.1,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0
Cole Aldrich,MIN,28,6,8,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Brewer,HOU,30,3,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cory Joseph,TOR,25,3,5,60,0,1,0,0,0,0,1,2,50,0,0,0,0,0,0
Courtney Lee,NYK,31,3,7,42.9,1,2,50,0,2,0,0,0,0,0,0,0,2,3,66.7
Cristiano Felicio,CHI,24,22,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D'Angelo Russell,LAL,20,3,4,75,2,3,66.7,1,3,33.3,0,1,0,0,0,0,1,3,33.3
D.J. Augustin,ORL,29,1,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0
Damian Jones,GSW,21,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-
Damian Lillard,POR,26,7,11,63.6,1,3,33.3,1,1,100,0,0,0,0,1,0,5,9,55.6
Damjan Rudez,ORL,30,0,1,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0
Daniel Ochefu,WAS,23,1,2,50,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-
Danilo Gallinari,DEN,28,3,8,37.5,1,1,100,2,2,100,0,0,0,0,0,0,1,4,25
Danny Green,SAS,29,2,3,66.7,0,0,0,0,0,0,0,2,0,0,0,0,3,7,42.9
Dante Cunningham,NOP,29,2,7,28.6,0,1,0,0,0,0,1,1,100,0,0,0,0,0,0
Dante Exum,UTA,21,1,4,25,0,0,0,1,1,100,-,-,-,0,0,0,0,2,0
Dario Saric,PHI,22,6,13,46.2,0,0,0,2,2,100,0,0,0,0,0,0,0,1,0
Darrell Arthur,DEN,28,2,6,33.3,0,1,0,0,0,0,-,-,-,0,0,0,0,0,0
Darren Collison,SAC,29,8,9,88.9,0,0,0,1,1,100,0,0,0,0,0,0,1,3,33.3
Darrun Hilliard,DET,23,1,1,100,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0
David Lee,SAS,33,16,28,57.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
David West,GSW,36,4,6,66.7,0,0,0,0,2,0,-,-,-,0,0,0,0,0,0
Davis Bertans,SAS,24,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre Jordan,LAC,28,52,86,60.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre Liggins,CLE,28,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeAndre' Bembry,ATL,22,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,0
DeMar DeRozan,TOR,27,5,7,71.4,0,6,0,1,2,50,0,0,0,0,1,0,0,0,0
DeMarcus Cousins,SAC,26,26,45,57.8,0,5,0,0,0,0,0,0,0,0,0,0,1,5,20
DeMarre Carroll,TOR,30,7,13,53.8,1,2,50,1,1,100,0,0,0,0,0,0,0,2,0
Dejounte Murray,SAS,20,1,3,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Demetrius Jackson,BOS,22,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dennis Schroder,ATL,23,7,10,70,1,1,100,2,4,50,1,1,100,0,0,0,3,7,42.9
Denzel Valentine,CHI,23,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,1,0
Deron Williams,DAL,32,1,1,100,0,0,0,1,2,50,0,0,0,2,2,100,1,2,50
Derrick Favors,UTA,25,7,10,70,0,0,0,1,2,50,0,0,0,-,-,-,0,0,0
"Derrick Jones, Jr.",PHX,19,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Derrick Rose,NYK,28,11,22,50,2,5,40,0,3,0,0,0,0,0,0,0,1,2,50
Derrick Williams,MIA,25,4,8,50,0,0,0,0,1,0,0,0,0,-,-,-,0,0,0
Devin Booker,PHX,20,6,11,54.5,1,4,25,0,6,0,0,0,0,0,0,0,4,7,57.1
Devin Harris,DAL,33,0,1,0,1,1,100,0,1,0,0,0,0,0,0,0,0,2,0
Dewayne Dedmon,SAS,27,11,19,57.9,1,3,33.3,0,0,0,0,0,0,0,0,0,0,0,0
Deyonta Davis,MEM,20,3,7,42.9,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0
Diamond Stone,LAC,19,0,1,0,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-
Dion Waiters,MIA,25,2,4,50,1,1,100,0,0,0,0,0,0,1,2,50,0,0,0
Dirk Nowitzki,DAL,38,2,7,28.6,0,0,0,1,3,33.3,0,0,0,0,0,0,1,2,50
Domantas Sabonis,OKC,20,3,6,50,0,0,0,0,0,0,0,0,0,0,1,0,1,2,50
Donatas Motiejunas,NOP,26,2,3,66.7,0,0,0,0,0,0,-,-,-,-,-,-,1,1,100
Dorian Finney-Smith,DAL,23,2,3,66.7,0,0,0,0,0,0,0,0,0,0,1,0,1,1,100
Doug McDermott,CHI,25,5,6,83.3,0,0,0,0,0,0,0,2,0,0,0,0,2,7,28.6
Dragan Bender,PHX,19,1,4,25,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
Draymond Green,GSW,26,12,29,41.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Dwight Howard,ATL,31,54,74,73,3,5,60,0,0,0,0,0,0,0,0,0,0,0,0
Dwight Powell,DAL,25,10,12,83.3,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0
Dwyane Wade,CHI,35,14,25,56,0,5,0,0,0,0,0,0,0,0,1,0,0,2,0
E'Twaun Moore,NOP,27,9,11,81.8,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
Ed Davis,POR,27,13,26,50,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
Elfrid Payton,ORL,22,13,20,65,1,3,33.3,0,1,0,-,-,-,0,1,0,0,2,0
Emmanuel Mudiay,DEN,20,3,7,42.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1,100
Enes Kanter,OKC,24,25,42,59.5,2,6,33.3,0,2,0,0,0,0,0,0,0,0,0,0
Eric Bledsoe,PHX,27,7,13,53.8,0,0,0,0,3,0,0,0,0,0,2,0,3,10,30
Eric Gordon,HOU,28,2,3,66.7,0,0,0,0,0,0,0,1,0,1,2,50,5,14,35.7
Ersan Ilyasova,PHI,29,19,31,61.3,0,3,0,0,0,0,0,1,0,0,1,0,0,2,0
Evan Fournier,ORL,24,5,7,71.4,0,0,0,0,1,0,-,-,-,0,0,0,1,3,33.3
Evan Turner,POR,28,8,14,57.1,1,1,100,0,0,0,0,1,0,0,0,0,1,1,100
Frank Kaminsky,CHA,23,5,11,45.5,1,2,50,0,0,0,0,0,0,0,0,0,1,4,25
Fred VanVleet,TOR,22,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0
Garrett Temple,SAC,30,5,9,55.6,0,2,0,0,0,0,1,1,100,-,-,-,1,2,50
Gary Harris,DEN,22,4,7,57.1,0,1,0,0,1,0,1,1,100,0,0,0,0,0,0
Gary Neal,ATL,32,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
George Hill,UTA,30,2,4,50,0,0,0,1,1,100,0,0,0,-,-,-,1,3,33.3
Georges Niang,IND,23,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0
Georgios Papagiannis,SAC,19,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gerald Green,BOS,31,1,2,50,0,3,0,0,0,0,0,0,0,0,0,0,1,2,50
Gerald Henderson,PHI,29,5,6,83.3,1,1,100,1,5,20,-,-,-,0,0,0,0,1,0
Giannis Antetokounmpo,MIL,22,36,45,80,1,3,33.3,0,1,0,0,0,0,0,0,0,1,3,33.3
Glenn Robinson,IND,23,3,6,50,0,1,0,2,2,100,0,0,0,0,0,0,0,0,0
Goran Dragic,MIA,30,4,7,57.1,1,1,100,2,3,66.7,1,1,100,0,1,0,0,5,0
Gordon Hayward,UTA,26,4,6,66.7,0,0,0,1,5,20,0,0,0,0,0,0,2,5,40
Gorgui Dieng,MIN,27,13,28,46.4,0,3,0,1,1,100,0,0,0,0,0,0,0,0,0
Greg Monroe,MIL,26,20,32,62.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Greivis Vasquez,BKN,30,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0
Harrison Barnes,DAL,24,8,9,88.9,2,4,50,0,3,0,0,0,0,0,0,0,1,2,50
Hassan Whiteside,MIA,27,38,57,66.7,6,13,46.2,2,3,66.7,0,0,0,0,0,0,0,0,0
Henry Ellenson,DET,20,1,1,100,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-
Hollis Thompson,PHI,25,2,3,66.7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Clark,GSW,25,1,3,33.3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,100
Ian Mahinmi,WAS,30,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Iman Shumpert,CLE,26,5,8,62.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Isaiah Canaan,CHI,25,1,2,50,0,0,0,0,3,0,-,-,-,0,0,0,2,4,50
Isaiah Thomas,BOS,27,11,15,73.3,0,1,0,1,3,33.3,0,0,0,3,4,75,3,10,30
Isaiah Whitehead,BKN,21,1,2,50,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0
Ish Smith,DET,28,3,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Ivica Zubac,LAL,19,1,9,11.1,1,1,100,0,0,0,-,-,-,-,-,-,0,0,0
J.J. Barea,DAL,32,1,1,100,0,2,0,1,1,100,-,-,-,0,0,0,0,0,0
JJ Redick,LAC,32,3,4,75,0,0,0,0,0,0,0,0,0,0,0,0,3,8,37.5
JR Smith,CLE,31,3,4,75,0,0,0,0,0,0,1,1,100,0,1,0,1,3,33.3
JaMychal Green,MEM,26,22,44,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JaVale McGee,GSW,29,16,25,64,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0
Jabari Parker,MIL,21,18,34,52.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jae Crowder,BOS,26,7,9,77.8,0,0,0,0,0,0,2,2,100,1,3,33.3,1,8,12.5
Jahlil Okafor,PHI,21,10,16,62.5,0,1,0,1,1,100,0,0,0,0,0,0,0,0,0
Jake Layman,POR,22,1,1,100,0,1,0,0,0,0,0,0,0,-,-,-,0,2,0
Jakob Poeltl,TOR,21,3,6,50,0,0,0,0,0,0,-,-,-,0,0,0,0,0,0
Jamal Crawford,LAC,36,6,7,85.7,0,1,0,1,2,50,0,0,0,1,4,25,1,3,33.3
Jamal Murray,DEN,19,3,6,50,0,3,0,1,2,50,0,2,0,0,0,0,1,3,33.3
Jameer Nelson,DEN,34,4,5,80,0,0,0,1,2,50,0,0,0,0,0,0,1,3,33.3
James Ennis III,MEM,26,10,23,43.5,0,1,0,0,0,0,0,0,0,-,-,-,0,0,0
James Harden,HOU,27,11,15,73.3,0,1,0,1,2,50,2,3,66.7,0,0,0,4,7,57.1
James Johnson,MIA,29,6,10,60,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0
James Jones,CLE,36,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0
James Michael McAdoo,GSW,24,1,3,33.3,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0
James Young,BOS,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Dudley,PHX,31,6,6,100,0,0,0,0,0,0,0,0,0,0,0,0,1,6,16.7
Jared Sullinger,TOR,24,0,2,0,0,0,0,0,1,0,-,-,-,-,-,-,-,-,-
Jarell Martin,MEM,22,7,15,46.7,0,1,0,0,0,0,0,0,0,-,-,-,0,0,0
Jarnell Stokes,DEN,23,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jason Smith,WAS,30,6,7,85.7,0,2,0,0,1,0,0,0,0,-,-,-,0,0,0
Jason Terry,MIL,39,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Jaylen Brown,BOS,20,6,11,54.5,0,1,0,0,0,0,0,0,0,-,-,-,0,0,0
Jeff Green,ORL,30,2,4,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100
Jeff Teague,IND,28,4,5,80,3,5,60,0,0,0,0,0,0,0,0,0,1,6,16.7
Jeff Withey,UTA,26,4,10,40,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0
Jerami Grant,OKC,22,2,6,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Lamb,CHA,24,5,6,83.3,1,2,50,0,0,0,0,1,0,-,-,-,2,4,50
Jeremy Lin,BKN,28,3,3,100,0,0,0,1,1,100,-,-,-,0,0,0,1,1,100
Jerian Grant,CHI,24,4,4,100,0,0,0,0,0,0,0,0,0,1,1,100,0,1,0
Jerryd Bayless,PHI,28,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0
Jimmy Butler,CHI,27,18,26,69.2,0,2,0,2,3,66.7,0,0,0,0,0,0,2,4,50
Joakim Noah,NYK,31,26,63,41.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jodie Meeks,ORL,29,2,3,66.7,0,0,0,1,2,50,-,-,-,0,0,0,2,2,100
Joe Harris,BKN,25,3,4,75,0,4,0,0,1,0,0,0,0,0,1,0,1,3,33.3
Joe Ingles,UTA,29,7,7,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100
Joe Johnson,UTA,35,5,5,100,0,2,0,1,2,50,0,0,0,-,-,-,0,1,0
Joe Young,IND,24,2,2,100,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0
Joel Anthony,SAS,34,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Joel Bolomboy,UTA,23,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Joel Embiid,PHI,22,18,32,56.3,1,1,100,1,3,33.3,-,-,-,0,0,0,1,1,100
Joffrey Lauvergne,OKC,25,4,9,44.4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,100
John Henson,MIL,26,13,22,59.1,2,3,66.7,0,0,0,0,0,0,0,0,0,0,0,0
John Jenkins,PHX,25,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
John Lucas III,MIN,34,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
John Wall,WAS,26,12,19,63.2,0,1,0,0,0,0,0,1,0,0,0,0,4,6,66.7
Jon Leuer,DET,27,14,19,73.7,3,4,75,0,1,0,0,0,0,0,0,0,1,3,33.3
Jonas Jerebko,BOS,29,6,7,85.7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Jonas Valanciunas,TOR,24,28,72,38.9,2,3,66.7,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Gibson,DAL,29,0,0,0,0,0,0,0,1,0,0,0,0,-,-,-,1,1,100
Jonathon Simmons,SAS,27,5,7,71.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Jordan Clarkson,LAL,24,5,10,50,4,8,50,3,3,100,0,2,0,0,1,0,2,4,50
Jordan Farmar,SAC,30,0,0,0,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-
Jordan Hill,MIN,29,1,2,50,-,-,-,0,1,0,0,0,0,0,0,0,-,-,-
Jordan McRae,CLE,25,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Mickey,BOS,22,3,4,75,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0
Jose Calderon,LAL,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh McRoberts,MIA,29,4,6,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Richardson,MIA,23,4,4,100,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Jrue Holiday,NOP,26,2,7,28.6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Juan Hernangomez,DEN,21,3,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julius Randle,LAL,22,17,27,63,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Justin Anderson,DAL,23,7,11,63.6,0,1,0,0,0,0,0,0,0,-,-,-,1,1,100
Justin Hamilton,BKN,26,9,13,69.2,3,3,100,0,0,0,0,1,0,0,1,0,2,2,100
Justin Holiday,NYK,27,2,3,66.7,0,2,0,1,1,100,0,0,0,0,0,0,2,5,40
Justise Winslow,MIA,20,6,9,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jusuf Nurkic,DEN,22,14,28,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KJ McDaniels,HOU,23,1,2,50,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0
Karl-Anthony Towns,MIN,21,40,57,70.2,3,5,60,1,3,33.3,2,3,66.7,0,0,0,0,3,0
Kawhi Leonard,SAS,25,12,17,70.6,1,4,25,2,2,100,0,0,0,0,0,0,1,4,25
Kay Felder,CLE,21,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0
Kelly Olynyk,BOS,25,11,13,84.6,0,0,0,0,0,0,1,1,100,0,0,0,0,1,0
Kelly Oubre Jr.,WAS,21,13,19,68.4,2,2,100,1,2,50,0,0,0,-,-,-,0,0,0
Kemba Walker,CHA,26,2,2,100,1,1,100,0,1,0,0,0,0,1,1,100,0,5,0
Kenneth Faried,DEN,27,17,36,47.2,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0
Kent Bazemore,ATL,27,11,13,84.6,0,0,0,0,2,0,0,2,0,1,1,100,0,3,0
Kentavious Caldwell-Pope,DET,23,6,16,37.5,1,4,25,0,0,0,0,1,0,0,0,0,0,0,0
Kevin Durant,GSW,28,17,19,89.5,2,3,66.7,3,4,75,0,0,0,0,0,0,5,9,55.6
Kevin Love,CLE,28,14,29,48.3,2,2,100,0,0,0,1,4,25,2,2,100,2,5,40
Kevin Seraphin,IND,27,3,4,75,1,1,100,0,0,0,0,0,0,-,-,-,0,0,0
Kevon Looney,GSW,20,5,8,62.5,0,0,0,0,0,0,0,0,0,-,-,-,0,0,0
Klay Thompson,GSW,26,2,5,40,1,1,100,9,14,64.3,0,0,0,1,3,33.3,2,13,15.4
Kosta Koufos,SAC,27,17,32,53.1,3,4,75,0,0,0,0,0,0,0,0,0,0,0,0
Kris Dunn,MIN,22,6,6,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0
Kris Humphries,ATL,31,6,13,46.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kristaps Porzingis,NYK,21,27,39,69.2,0,2,0,3,6,50,0,0,0,0,0,0,1,3,33.3
Kyle Anderson,SAS,23,3,5,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kyle Korver,CLE,35,0,0,0,0,0,0,0,2,0,1,1,100,0,0,0,4,7,57.1
Kyle Lowry,TOR,30,2,5,40,0,2,0,0,1,0,1,2,50,0,0,0,3,10,30
Kyle O'Quinn,NYK,26,22,30,73.3,0,1,0,1,3,33.3,0,0,0,-,-,-,0,0,0
Kyle Singler,OKC,28,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,1,0
Kyle Wiltjer,HOU,24,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
Kyrie Irving,CLE,24,9,12,75,0,1,0,0,3,0,0,0,0,0,0,0,1,4,25
LaMarcus Aldridge,SAS,31,23,32,71.9,0,1,0,5,7,71.4,0,0,0,0,0,0,0,1,0
Lance Stephenson,NOP,26,1,1,100,0,0,0,0,0,0,-,-,-,0,0,0,0,0,0
